original_index,imageid,predicted_category,true_category,predicted_category_name,true_category_name
219,img_219,9,1300,Catégorie 9,Jeux vidéo ancien
220,img_220,16,1560,Catégorie 16,Photos
221,img_221,2,50,Catégorie 2,Jouets & Jeux
222,img_222,0,2403,Catégorie 0,Livres en langues étrangères
223,img_223,5,1320,Catégorie 5,CD
224,img_224,26,2905,Catégorie 26,Instruments musique
225,img_225,8,1281,Catégorie 8,Téléphonie fixe
226,img_226,9,1300,Catégorie 9,Jeux vidéo ancien
227,img_227,16,2280,Catégorie 16,Jeux vidéo
228,img_228,7,1280,Catégorie 7,Accessoires téléphones
229,img_229,9,1300,Catégorie 9,Jeux vidéo ancien
230,img_230,23,2583,Catégorie 23,Articles sport
231,img_231,13,1560,Catégorie 13,Photos
232,img_232,22,1302,Catégorie 22,Jeux vidéo rétro
233,img_233,1,40,Catégorie 1,DVD & Films
234,img_234,23,2583,Catégorie 23,Articles sport
235,img_235,13,1560,Catégorie 13,Photos
236,img_236,3,2462,Catégorie 3,Fournitures bureau
237,img_237,9,1300,Catégorie 9,Jeux vidéo ancien
238,img_238,4,1140,Catégorie 4,TV
239,img_239,9,1300,Catégorie 9,Jeux vidéo ancien
240,img_240,14,1920,Catégorie 14,Musique amplifiée
241,img_241,19,2403,Catégorie 19,Livres en langues étrangères
242,img_242,9,2905,Catégorie 9,Instruments musique
243,img_243,9,1300,Catégorie 9,Jeux vidéo ancien
244,img_244,11,1302,Catégorie 11,Jeux vidéo rétro
245,img_245,18,2280,Catégorie 18,Jeux vidéo
246,img_246,5,1160,Catégorie 5,Électroménager
247,img_247,23,2585,Catégorie 23,Sports & Loisirs
248,img_248,13,1560,Catégorie 13,Photos
249,img_249,25,2705,Catégorie 25,Accessoires console
250,img_250,9,1300,Catégorie 9,Jeux vidéo ancien
251,img_251,13,1560,Catégorie 13,Photos
252,img_252,20,40,Catégorie 20,DVD & Films
253,img_253,23,2583,Catégorie 23,Articles sport
254,img_254,1,2462,Catégorie 1,Fournitures bureau
255,img_255,25,2705,Catégorie 25,Accessoires console
256,img_256,22,2582,Catégorie 22,Matériel & accessoires
257,img_257,25,2705,Catégorie 25,Accessoires console
258,img_258,19,2403,Catégorie 19,Livres en langues étrangères
259,img_259,24,2585,Catégorie 24,Sports & Loisirs
260,img_260,7,1280,Catégorie 7,Accessoires téléphones
261,img_261,13,1560,Catégorie 13,Photos
262,img_262,11,1140,Catégorie 11,TV
263,img_263,4,1140,Catégorie 4,TV
264,img_264,7,2522,Catégorie 7,Équipement bébé
265,img_265,21,2522,Catégorie 21,Équipement bébé
266,img_266,0,2280,Catégorie 0,Jeux vidéo
267,img_267,25,2705,Catégorie 25,Accessoires console
268,img_268,23,2583,Catégorie 23,Articles sport
269,img_269,0,2403,Catégorie 0,Livres en langues étrangères
270,img_270,20,2462,Catégorie 20,Fournitures bureau
271,img_271,7,40,Catégorie 7,DVD & Films
272,img_272,8,1280,Catégorie 8,Accessoires téléphones
273,img_273,18,10,Catégorie 18,Livres
274,img_274,5,1160,Catégorie 5,Électroménager
275,img_275,14,1920,Catégorie 14,Musique amplifiée
276,img_276,7,1281,Catégorie 7,Téléphonie fixe
277,img_277,0,10,Catégorie 0,Livres
278,img_278,16,2060,Catégorie 16,Articles soins
279,img_279,14,2060,Catégorie 14,Articles soins
280,img_280,2,50,Catégorie 2,Jouets & Jeux
281,img_281,22,1320,Catégorie 22,CD
282,img_282,9,1300,Catégorie 9,Jeux vidéo ancien
283,img_283,23,2583,Catégorie 23,Articles sport
284,img_284,16,2583,Catégorie 16,Articles sport
285,img_285,12,1920,Catégorie 12,Musique amplifiée
286,img_286,19,2403,Catégorie 19,Livres en langues étrangères
287,img_287,12,1320,Catégorie 12,CD
288,img_288,7,1300,Catégorie 7,Jeux vidéo ancien
289,img_289,3,60,Catégorie 3,Consoles
290,img_290,0,10,Catégorie 0,Livres
291,img_291,18,2280,Catégorie 18,Jeux vidéo
292,img_292,8,1281,Catégorie 8,Téléphonie fixe
293,img_293,26,2905,Catégorie 26,Instruments musique
294,img_294,21,2522,Catégorie 21,Équipement bébé
295,img_295,18,2280,Catégorie 18,Jeux vidéo
296,img_296,7,1280,Catégorie 7,Accessoires téléphones
297,img_297,20,2462,Catégorie 20,Fournitures bureau
298,img_298,8,1281,Catégorie 8,Téléphonie fixe
299,img_299,4,2705,Catégorie 4,Accessoires console
300,img_300,8,1280,Catégorie 8,Accessoires téléphones
301,img_301,23,2583,Catégorie 23,Articles sport
302,img_302,7,1280,Catégorie 7,Accessoires téléphones
303,img_303,16,2060,Catégorie 16,Articles soins
304,img_304,13,1560,Catégorie 13,Photos
305,img_305,9,1300,Catégorie 9,Jeux vidéo ancien
306,img_306,26,2905,Catégorie 26,Instruments musique
307,img_307,23,2583,Catégorie 23,Articles sport
308,img_308,22,1560,Catégorie 22,Photos
309,img_309,9,1300,Catégorie 9,Jeux vidéo ancien
310,img_310,11,1280,Catégorie 11,Accessoires téléphones
311,img_311,14,1920,Catégorie 14,Musique amplifiée
312,img_312,18,2280,Catégorie 18,Jeux vidéo
313,img_313,12,1320,Catégorie 12,CD
314,img_314,16,2060,Catégorie 16,Articles soins
315,img_315,1,40,Catégorie 1,DVD & Films
316,img_316,13,1560,Catégorie 13,Photos
317,img_317,9,1300,Catégorie 9,Jeux vidéo ancien
318,img_318,22,2583,Catégorie 22,Articles sport
319,img_319,23,2583,Catégorie 23,Articles sport
320,img_320,5,1160,Catégorie 5,Électroménager
321,img_321,21,2522,Catégorie 21,Équipement bébé
322,img_322,18,2403,Catégorie 18,Livres en langues étrangères
323,img_323,19,2280,Catégorie 19,Jeux vidéo
324,img_324,15,2522,Catégorie 15,Équipement bébé
325,img_325,25,2705,Catégorie 25,Accessoires console
326,img_326,16,2060,Catégorie 16,Articles soins
327,img_327,2,2522,Catégorie 2,Équipement bébé
328,img_328,9,1140,Catégorie 9,TV
329,img_329,24,2585,Catégorie 24,Sports & Loisirs
330,img_330,16,1560,Catégorie 16,Photos
331,img_331,23,2583,Catégorie 23,Articles sport
332,img_332,25,2705,Catégorie 25,Accessoires console
333,img_333,21,2403,Catégorie 21,Livres en langues étrangères
334,img_334,1,40,Catégorie 1,DVD & Films
335,img_335,14,1920,Catégorie 14,Musique amplifiée
336,img_336,23,2583,Catégorie 23,Articles sport
337,img_337,18,2403,Catégorie 18,Livres en langues étrangères
338,img_338,11,1280,Catégorie 11,Accessoires téléphones
339,img_339,14,1320,Catégorie 14,CD
340,img_340,2,2582,Catégorie 2,Matériel & accessoires
341,img_341,0,2280,Catégorie 0,Jeux vidéo
342,img_342,23,2583,Catégorie 23,Articles sport
343,img_343,21,2522,Catégorie 21,Équipement bébé
344,img_344,17,2220,Catégorie 17,Puériculture
345,img_345,14,1920,Catégorie 14,Musique amplifiée
346,img_346,21,2522,Catégorie 21,Équipement bébé
347,img_347,23,2583,Catégorie 23,Articles sport
348,img_348,25,2280,Catégorie 25,Jeux vidéo
349,img_349,16,1560,Catégorie 16,Photos
350,img_350,22,1920,Catégorie 22,Musique amplifiée
351,img_351,13,1560,Catégorie 13,Photos
352,img_352,21,1280,Catégorie 21,Accessoires téléphones
353,img_353,0,10,Catégorie 0,Livres
354,img_354,0,1560,Catégorie 0,Photos
355,img_355,18,2403,Catégorie 18,Livres en langues étrangères
356,img_356,9,1300,Catégorie 9,Jeux vidéo ancien
357,img_357,23,2583,Catégorie 23,Articles sport
358,img_358,5,1160,Catégorie 5,Électroménager
359,img_359,23,2583,Catégorie 23,Articles sport
360,img_360,21,2522,Catégorie 21,Équipement bébé
361,img_361,23,2583,Catégorie 23,Articles sport
362,img_362,1,40,Catégorie 1,DVD & Films
363,img_363,23,2583,Catégorie 23,Articles sport
364,img_364,12,1320,Catégorie 12,CD
365,img_365,6,1180,Catégorie 6,Décoration
366,img_366,13,1560,Catégorie 13,Photos
367,img_367,1,2522,Catégorie 1,Équipement bébé
368,img_368,23,2583,Catégorie 23,Articles sport
369,img_369,25,2705,Catégorie 25,Accessoires console
370,img_370,15,1320,Catégorie 15,CD
371,img_371,21,1320,Catégorie 21,CD
372,img_372,24,2585,Catégorie 24,Sports & Loisirs
373,img_373,22,2585,Catégorie 22,Sports & Loisirs
374,img_374,25,2705,Catégorie 25,Accessoires console
375,img_375,0,10,Catégorie 0,Livres
376,img_376,18,2280,Catégorie 18,Jeux vidéo
377,img_377,14,1560,Catégorie 14,Photos
378,img_378,3,50,Catégorie 3,Jouets & Jeux
379,img_379,7,2060,Catégorie 7,Articles soins
380,img_380,19,2403,Catégorie 19,Livres en langues étrangères
381,img_381,19,2280,Catégorie 19,Jeux vidéo
382,img_382,5,1160,Catégorie 5,Électroménager
383,img_383,9,1300,Catégorie 9,Jeux vidéo ancien
384,img_384,13,1560,Catégorie 13,Photos
385,img_385,11,1302,Catégorie 11,Jeux vidéo rétro
386,img_386,12,1320,Catégorie 12,CD
387,img_387,21,2522,Catégorie 21,Équipement bébé
388,img_388,21,2522,Catégorie 21,Équipement bébé
389,img_389,20,2060,Catégorie 20,Articles soins
390,img_390,14,1920,Catégorie 14,Musique amplifiée
391,img_391,13,1281,Catégorie 13,Téléphonie fixe
392,img_392,12,2060,Catégorie 12,Articles soins
393,img_393,22,2582,Catégorie 22,Matériel & accessoires
394,img_394,20,2462,Catégorie 20,Fournitures bureau
395,img_395,21,2522,Catégorie 21,Équipement bébé
396,img_396,0,2522,Catégorie 0,Équipement bébé
397,img_397,19,10,Catégorie 19,Livres
398,img_398,7,1280,Catégorie 7,Accessoires téléphones
399,img_399,2,50,Catégorie 2,Jouets & Jeux
400,img_400,16,1560,Catégorie 16,Photos
401,img_401,9,1300,Catégorie 9,Jeux vidéo ancien
402,img_402,5,1160,Catégorie 5,Électroménager
403,img_403,9,1300,Catégorie 9,Jeux vidéo ancien
404,img_404,21,2522,Catégorie 21,Équipement bébé
405,img_405,10,1301,Livres,Consoles rétro
406,img_406,17,2220,Catégorie 17,Puériculture
407,img_407,13,2583,Catégorie 13,Articles sport
408,img_408,4,1140,Catégorie 4,TV
409,img_409,16,2060,Catégorie 16,Articles soins
410,img_410,5,1160,Catégorie 5,Électroménager
411,img_411,7,2403,Catégorie 7,Livres en langues étrangères
412,img_412,10,2522,Livres,Équipement bébé
413,img_413,13,1560,Catégorie 13,Photos
414,img_414,9,1300,Catégorie 9,Jeux vidéo ancien
415,img_415,1,2403,Catégorie 1,Livres en langues étrangères
416,img_416,19,2403,Catégorie 19,Livres en langues étrangères
417,img_417,23,2583,Catégorie 23,Articles sport
418,img_418,9,1300,Catégorie 9,Jeux vidéo ancien
419,img_419,16,2585,Catégorie 16,Sports & Loisirs
420,img_420,22,1320,Catégorie 22,CD
421,img_421,24,1560,Catégorie 24,Photos
422,img_422,14,1920,Catégorie 14,Musique amplifiée
423,img_423,23,2583,Catégorie 23,Articles sport
424,img_424,18,2403,Catégorie 18,Livres en langues étrangères
425,img_425,14,1920,Catégorie 14,Musique amplifiée
426,img_426,11,1302,Catégorie 11,Jeux vidéo rétro
427,img_427,19,2403,Catégorie 19,Livres en langues étrangères
428,img_428,19,2403,Catégorie 19,Livres en langues étrangères
429,img_429,20,2462,Catégorie 20,Fournitures bureau
430,img_430,14,1920,Catégorie 14,Musique amplifiée
431,img_431,12,2583,Catégorie 12,Articles sport
432,img_432,13,2060,Catégorie 13,Articles soins
433,img_433,25,2705,Catégorie 25,Accessoires console
434,img_434,22,2582,Catégorie 22,Matériel & accessoires
435,img_435,12,1560,Catégorie 12,Photos
436,img_436,25,2705,Catégorie 25,Accessoires console
437,img_437,25,2705,Catégorie 25,Accessoires console
438,img_438,0,10,Catégorie 0,Livres
439,img_439,2,50,Catégorie 2,Jouets & Jeux
440,img_440,18,2280,Catégorie 18,Jeux vidéo
441,img_441,7,1280,Catégorie 7,Accessoires téléphones
442,img_442,6,2060,Catégorie 6,Articles soins
443,img_443,9,1300,Catégorie 9,Jeux vidéo ancien
444,img_444,15,1940,Catégorie 15,Instrument musique
445,img_445,13,1320,Catégorie 13,CD
446,img_446,18,2403,Catégorie 18,Livres en langues étrangères
447,img_447,22,2582,Catégorie 22,Matériel & accessoires
448,img_448,22,1560,Catégorie 22,Photos
449,img_449,0,10,Catégorie 0,Livres
450,img_450,4,1140,Catégorie 4,TV
451,img_451,16,2060,Catégorie 16,Articles soins
452,img_452,14,1920,Catégorie 14,Musique amplifiée
453,img_453,18,2582,Catégorie 18,Matériel & accessoires
454,img_454,9,1300,Catégorie 9,Jeux vidéo ancien
455,img_455,14,1920,Catégorie 14,Musique amplifiée
456,img_456,9,1300,Catégorie 9,Jeux vidéo ancien
457,img_457,3,60,Catégorie 3,Consoles
458,img_458,8,50,Catégorie 8,Jouets & Jeux
459,img_459,2,1302,Catégorie 2,Jeux vidéo rétro
460,img_460,16,2060,Catégorie 16,Articles soins
461,img_461,0,10,Catégorie 0,Livres
462,img_462,13,2522,Catégorie 13,Équipement bébé
463,img_463,24,2583,Catégorie 24,Articles sport
464,img_464,23,2583,Catégorie 23,Articles sport
465,img_465,4,1320,Catégorie 4,CD
466,img_466,23,2583,Catégorie 23,Articles sport
467,img_467,9,1300,Catégorie 9,Jeux vidéo ancien
468,img_468,14,1920,Catégorie 14,Musique amplifiée
469,img_469,24,2583,Catégorie 24,Articles sport
470,img_470,4,1140,Catégorie 4,TV
471,img_471,9,1280,Catégorie 9,Accessoires téléphones
472,img_472,23,2583,Catégorie 23,Articles sport
473,img_473,25,2280,Catégorie 25,Jeux vidéo
474,img_474,21,2522,Catégorie 21,Équipement bébé
475,img_475,1,40,Catégorie 1,DVD & Films
476,img_476,19,2403,Catégorie 19,Livres en langues étrangères
477,img_477,5,2905,Catégorie 5,Instruments musique
478,img_478,21,2522,Catégorie 21,Équipement bébé
479,img_479,3,60,Catégorie 3,Consoles
480,img_480,11,1302,Catégorie 11,Jeux vidéo rétro
481,img_481,9,1300,Catégorie 9,Jeux vidéo ancien
482,img_482,24,2060,Catégorie 24,Articles soins
483,img_483,24,2585,Catégorie 24,Sports & Loisirs
484,img_484,20,2462,Catégorie 20,Fournitures bureau
485,img_485,12,1320,Catégorie 12,CD
486,img_486,25,2705,Catégorie 25,Accessoires console
487,img_487,21,1280,Catégorie 21,Accessoires téléphones
488,img_488,25,2705,Catégorie 25,Accessoires console
489,img_489,19,2403,Catégorie 19,Livres en langues étrangères
490,img_490,20,2462,Catégorie 20,Fournitures bureau
491,img_491,5,1160,Catégorie 5,Électroménager
492,img_492,13,2583,Catégorie 13,Articles sport
493,img_493,26,2905,Catégorie 26,Instruments musique
494,img_494,25,2705,Catégorie 25,Accessoires console
495,img_495,7,1280,Catégorie 7,Accessoires téléphones
496,img_496,22,1320,Catégorie 22,CD
497,img_497,0,2403,Catégorie 0,Livres en langues étrangères
498,img_498,24,2585,Catégorie 24,Sports & Loisirs
499,img_499,19,2403,Catégorie 19,Livres en langues étrangères
500,img_500,14,1920,Catégorie 14,Musique amplifiée
501,img_501,9,1300,Catégorie 9,Jeux vidéo ancien
502,img_502,5,1160,Catégorie 5,Électroménager
503,img_503,23,2583,Catégorie 23,Articles sport
504,img_504,25,2705,Catégorie 25,Accessoires console
505,img_505,24,2583,Catégorie 24,Articles sport
506,img_506,9,1280,Catégorie 9,Accessoires téléphones
507,img_507,25,10,Catégorie 25,Livres
508,img_508,1,2403,Catégorie 1,Livres en langues étrangères
509,img_509,7,1280,Catégorie 7,Accessoires téléphones
510,img_510,24,2585,Catégorie 24,Sports & Loisirs
511,img_511,14,1920,Catégorie 14,Musique amplifiée
512,img_512,13,2583,Catégorie 13,Articles sport
513,img_513,7,1300,Catégorie 7,Jeux vidéo ancien
514,img_514,16,2060,Catégorie 16,Articles soins
515,img_515,2,1160,Catégorie 2,Électroménager
516,img_516,26,40,Catégorie 26,DVD & Films
517,img_517,13,1320,Catégorie 13,CD
518,img_518,20,1180,Catégorie 20,Décoration
519,img_519,3,60,Catégorie 3,Consoles
520,img_520,0,10,Catégorie 0,Livres
521,img_521,21,2522,Catégorie 21,Équipement bébé
522,img_522,23,2583,Catégorie 23,Articles sport
523,img_523,12,1320,Catégorie 12,CD
524,img_524,13,1560,Catégorie 13,Photos
