original_index,imageid,predicted_category,true_category,predicted_category_name,true_category_name
271,img_271,2220,40,Puériculture,DVD & Films
272,img_272,1160,1280,Électroménager,Accessoires téléphones
273,img_273,40,10,DVD & Films,Livres
274,img_274,2462,1160,Fournitures bureau,Électroménager
276,img_276,1280,1281,Accessoires téléphones,Téléphonie fixe
281,img_281,2582,1320,Matériel & accessoires,CD
284,img_284,2060,2583,Articles soins,Articles sport
285,img_285,1320,1920,CD,Musique amplifiée
288,img_288,50,1300,Jouets & Jeux,Jeux vidéo ancien
299,img_299,2403,2705,Livres en langues étrangères,Accessoires console
303,img_303,2582,2060,Matériel & accessoires,Articles soins
309,img_309,2060,1300,Articles soins,Jeux vidéo ancien
310,img_310,2060,1280,Articles soins,Accessoires téléphones
313,img_313,1280,1320,Accessoires téléphones,CD
318,img_318,1560,2583,Photos,Articles sport
319,img_319,1560,2583,Photos,Articles sport
322,img_322,2280,2403,Jeux vidéo,Livres en langues étrangères
323,img_323,40,2280,DVD & Films,Jeux vidéo
324,img_324,1940,2522,Instrument musique,Équipement bébé
326,img_326,2582,2060,Matériel & accessoires,Articles soins
327,img_327,50,2522,Jouets & Jeux,Équipement bébé
328,img_328,1300,1140,Jeux vidéo ancien,TV
330,img_330,2582,1560,Matériel & accessoires,Photos
333,img_333,2522,2403,Équipement bébé,Livres en langues étrangères
337,img_337,40,2403,DVD & Films,Livres en langues étrangères
338,img_338,1302,1280,Jeux vidéo rétro,Accessoires téléphones
339,img_339,1560,1320,Photos,CD
340,img_340,2583,2582,Articles sport,Matériel & accessoires
347,img_347,1180,2583,Décoration,Articles sport
348,img_348,2705,2280,Accessoires console,Jeux vidéo
350,img_350,1302,1920,Jeux vidéo rétro,Musique amplifiée
352,img_352,2522,1280,Équipement bébé,Accessoires téléphones
353,img_353,2403,10,Livres en langues étrangères,Livres
354,img_354,2522,1560,Équipement bébé,Photos
355,img_355,2280,2403,Jeux vidéo,Livres en langues étrangères
357,img_357,2585,2583,Sports & Loisirs,Articles sport
361,img_361,2585,2583,Sports & Loisirs,Articles sport
363,img_363,1940,2583,Instrument musique,Articles sport
364,img_364,50,1320,Jouets & Jeux,CD
365,img_365,1140,1180,TV,Décoration
366,img_366,2060,1560,Articles soins,Photos
367,img_367,40,2522,DVD & Films,Équipement bébé
368,img_368,1302,2583,Jeux vidéo rétro,Articles sport
370,img_370,1940,1320,Instrument musique,CD
371,img_371,2522,1320,Équipement bébé,CD
372,img_372,1300,2585,Jeux vidéo ancien,Sports & Loisirs
373,img_373,2060,2585,Articles soins,Sports & Loisirs
378,img_378,60,50,Consoles,Jouets & Jeux
379,img_379,1280,2060,Accessoires téléphones,Articles soins
381,img_381,40,2280,DVD & Films,Jeux vidéo
383,img_383,50,1300,Jouets & Jeux,Jeux vidéo ancien
389,img_389,10,2060,Livres,Articles soins
391,img_391,2522,1281,Équipement bébé,Téléphonie fixe
392,img_392,2522,2060,Équipement bébé,Articles soins
393,img_393,1320,2582,CD,Matériel & accessoires
396,img_396,40,2522,DVD & Films,Équipement bébé
400,img_400,2060,1560,Articles soins,Photos
403,img_403,50,1300,Jouets & Jeux,Jeux vidéo ancien
407,img_407,2585,2583,Sports & Loisirs,Articles sport
409,img_409,1560,2060,Photos,Articles soins
410,img_410,1940,1160,Instrument musique,Électroménager
412,img_412,60,2522,Consoles,Équipement bébé
413,img_413,2060,1560,Articles soins,Photos
418,img_418,2582,1300,Matériel & accessoires,Jeux vidéo ancien
419,img_419,2060,2585,Articles soins,Sports & Loisirs
420,img_420,2585,1320,Sports & Loisirs,CD
421,img_421,2585,1560,Sports & Loisirs,Photos
423,img_423,1560,2583,Photos,Articles sport
424,img_424,40,2403,DVD & Films,Livres en langues étrangères
431,img_431,1320,2583,CD,Articles sport
432,img_432,2582,2060,Matériel & accessoires,Articles soins
434,img_434,1302,2582,Jeux vidéo rétro,Matériel & accessoires
435,img_435,2585,1560,Sports & Loisirs,Photos
440,img_440,2705,2280,Accessoires console,Jeux vidéo
445,img_445,2582,1320,Matériel & accessoires,CD
448,img_448,2585,1560,Sports & Loisirs,Photos
453,img_453,2522,2582,Équipement bébé,Matériel & accessoires
458,img_458,2522,50,Équipement bébé,Jouets & Jeux
459,img_459,1281,1302,Téléphonie fixe,Jeux vidéo rétro
465,img_465,1140,1320,TV,CD
469,img_469,1302,2583,Jeux vidéo rétro,Articles sport
471,img_471,1300,1280,Jeux vidéo ancien,Accessoires téléphones
480,img_480,1140,1302,TV,Jeux vidéo rétro
482,img_482,1302,2060,Jeux vidéo rétro,Articles soins
483,img_483,1300,2585,Jeux vidéo ancien,Sports & Loisirs
487,img_487,1302,1280,Jeux vidéo rétro,Accessoires téléphones
492,img_492,2582,2583,Matériel & accessoires,Articles sport
496,img_496,2582,1320,Matériel & accessoires,CD
497,img_497,10,2403,Livres,Livres en langues étrangères
506,img_506,1300,1280,Jeux vidéo ancien,Accessoires téléphones
507,img_507,2705,10,Accessoires console,Livres
508,img_508,40,2403,DVD & Films,Livres en langues étrangères
512,img_512,1560,2583,Photos,Articles sport
515,img_515,1140,1160,TV,Électroménager
520,img_520,2905,10,Instruments musique,Livres
521,img_521,1560,2522,Photos,Équipement bébé
522,img_522,1320,2583,CD,Articles sport
524,img_524,2522,1560,Équipement bébé,Photos
528,img_528,1560,2522,Photos,Équipement bébé
530,img_530,2583,2582,Articles sport,Matériel & accessoires
531,img_531,2462,1160,Fournitures bureau,Électroménager
533,img_533,1302,1300,Jeux vidéo rétro,Jeux vidéo ancien
534,img_534,2403,2462,Livres en langues étrangères,Fournitures bureau
535,img_535,1302,1281,Jeux vidéo rétro,Téléphonie fixe
536,img_536,2585,2582,Sports & Loisirs,Matériel & accessoires
540,img_540,1320,1302,CD,Jeux vidéo rétro
542,img_542,1320,2060,CD,Articles soins
543,img_543,40,2462,DVD & Films,Fournitures bureau
544,img_544,1281,1940,Téléphonie fixe,Instrument musique
547,img_547,2585,1302,Sports & Loisirs,Jeux vidéo rétro
550,img_550,2060,1560,Articles soins,Photos
554,img_554,1140,1280,TV,Accessoires téléphones
557,img_557,2060,2582,Articles soins,Matériel & accessoires
561,img_561,1320,1560,CD,Photos
562,img_562,50,2583,Jouets & Jeux,Articles sport
563,img_563,1280,1300,Accessoires téléphones,Jeux vidéo ancien
565,img_565,40,2280,DVD & Films,Jeux vidéo
566,img_566,1320,1300,CD,Jeux vidéo ancien
569,img_569,2905,40,Instruments musique,DVD & Films
573,img_573,2522,1300,Équipement bébé,Jeux vidéo ancien
577,img_577,2585,1280,Sports & Loisirs,Accessoires téléphones
580,img_580,2060,1320,Articles soins,CD
581,img_581,1302,2583,Jeux vidéo rétro,Articles sport
587,img_587,40,10,DVD & Films,Livres
589,img_589,2582,2583,Matériel & accessoires,Articles sport
591,img_591,40,1160,DVD & Films,Électroménager
593,img_593,2705,1280,Accessoires console,Accessoires téléphones
596,img_596,2280,2403,Jeux vidéo,Livres en langues étrangères
597,img_597,1940,2280,Instrument musique,Jeux vidéo
598,img_598,1320,2220,CD,Puériculture
600,img_600,2583,2585,Articles sport,Sports & Loisirs
606,img_606,40,1160,DVD & Films,Électroménager
607,img_607,10,2705,Livres,Accessoires console
608,img_608,1281,2060,Téléphonie fixe,Articles soins
609,img_609,1300,1280,Jeux vidéo ancien,Accessoires téléphones
612,img_612,1280,1281,Accessoires téléphones,Téléphonie fixe
613,img_613,1140,2583,TV,Articles sport
615,img_615,40,2280,DVD & Films,Jeux vidéo
623,img_623,10,2403,Livres,Livres en langues étrangères
624,img_624,2403,10,Livres en langues étrangères,Livres
626,img_626,60,40,Consoles,DVD & Films
628,img_628,1302,2060,Jeux vidéo rétro,Articles soins
629,img_629,1140,1180,TV,Décoration
630,img_630,1280,1320,Accessoires téléphones,CD
634,img_634,1281,1280,Téléphonie fixe,Accessoires téléphones
635,img_635,1160,1280,Électroménager,Accessoires téléphones
636,img_636,1940,2522,Instrument musique,Équipement bébé
637,img_637,40,2280,DVD & Films,Jeux vidéo
638,img_638,1302,2585,Jeux vidéo rétro,Sports & Loisirs
641,img_641,2280,1281,Jeux vidéo,Téléphonie fixe
643,img_643,2060,2522,Articles soins,Équipement bébé
645,img_645,2060,1560,Articles soins,Photos
647,img_647,1280,2585,Accessoires téléphones,Sports & Loisirs
650,img_650,1140,1280,TV,Accessoires téléphones
652,img_652,2462,40,Fournitures bureau,DVD & Films
653,img_653,2522,2582,Équipement bébé,Matériel & accessoires
658,img_658,2403,10,Livres en langues étrangères,Livres
659,img_659,1320,2582,CD,Matériel & accessoires
660,img_660,1320,1560,CD,Photos
662,img_662,1302,1280,Jeux vidéo rétro,Accessoires téléphones
668,img_668,1302,1300,Jeux vidéo rétro,Jeux vidéo ancien
669,img_669,2522,2583,Équipement bébé,Articles sport
670,img_670,2060,1560,Articles soins,Photos
673,img_673,1300,2583,Jeux vidéo ancien,Articles sport
674,img_674,60,50,Consoles,Jouets & Jeux
675,img_675,1281,1140,Téléphonie fixe,TV
678,img_678,2280,1160,Jeux vidéo,Électroménager
679,img_679,60,1300,Consoles,Jeux vidéo ancien
683,img_683,1280,1281,Accessoires téléphones,Téléphonie fixe
687,img_687,2060,1301,Articles soins,Consoles rétro
690,img_690,60,1320,Consoles,CD
695,img_695,2060,2583,Articles soins,Articles sport
696,img_696,2705,2522,Accessoires console,Équipement bébé
700,img_700,2403,2522,Livres en langues étrangères,Équipement bébé
701,img_701,40,10,DVD & Films,Livres
704,img_704,1140,1280,TV,Accessoires téléphones
705,img_705,2060,1560,Articles soins,Photos
707,img_707,10,2403,Livres,Livres en langues étrangères
708,img_708,2585,2583,Sports & Loisirs,Articles sport
715,img_715,1300,1280,Jeux vidéo ancien,Accessoires téléphones
717,img_717,2705,2403,Accessoires console,Livres en langues étrangères
719,img_719,10,2705,Livres,Accessoires console
723,img_723,1281,40,Téléphonie fixe,DVD & Films
724,img_724,1560,2060,Photos,Articles soins
725,img_725,2583,2582,Articles sport,Matériel & accessoires
726,img_726,1320,1280,CD,Accessoires téléphones
733,img_733,1320,1560,CD,Photos
739,img_739,1300,1140,Jeux vidéo ancien,TV
740,img_740,1300,2583,Jeux vidéo ancien,Articles sport
741,img_741,2705,2583,Accessoires console,Articles sport
743,img_743,2462,2403,Fournitures bureau,Livres en langues étrangères
744,img_744,1920,2585,Musique amplifiée,Sports & Loisirs
746,img_746,2060,1560,Articles soins,Photos
747,img_747,1302,1920,Jeux vidéo rétro,Musique amplifiée
748,img_748,1320,2220,CD,Puériculture
752,img_752,2462,40,Fournitures bureau,DVD & Films
753,img_753,2403,40,Livres en langues étrangères,DVD & Films
755,img_755,50,1300,Jouets & Jeux,Jeux vidéo ancien
756,img_756,50,2583,Jouets & Jeux,Articles sport
757,img_757,50,40,Jouets & Jeux,DVD & Films
758,img_758,2905,40,Instruments musique,DVD & Films
760,img_760,1300,60,Jeux vidéo ancien,Consoles
768,img_768,2585,2060,Sports & Loisirs,Articles soins
769,img_769,40,2403,DVD & Films,Livres en langues étrangères
770,img_770,2060,1280,Articles soins,Accessoires téléphones
777,img_777,2280,1300,Jeux vidéo,Jeux vidéo ancien
778,img_778,2462,2522,Fournitures bureau,Équipement bébé
781,img_781,1940,1280,Instrument musique,Accessoires téléphones
785,img_785,1140,1940,TV,Instrument musique
786,img_786,2060,40,Articles soins,DVD & Films
787,img_787,1560,2583,Photos,Articles sport
788,img_788,1300,1140,Jeux vidéo ancien,TV
789,img_789,40,1281,DVD & Films,Téléphonie fixe
793,img_793,50,2060,Jouets & Jeux,Articles soins
794,img_794,40,50,DVD & Films,Jouets & Jeux
798,img_798,2280,1160,Jeux vidéo,Électroménager
799,img_799,1301,1940,Consoles rétro,Instrument musique
802,img_802,2060,2582,Articles soins,Matériel & accessoires
803,img_803,2585,50,Sports & Loisirs,Jouets & Jeux
805,img_805,1280,1281,Accessoires téléphones,Téléphonie fixe
807,img_807,40,2705,DVD & Films,Accessoires console
808,img_808,2522,2583,Équipement bébé,Articles sport
810,img_810,2220,1320,Puériculture,CD
812,img_812,2060,1302,Articles soins,Jeux vidéo rétro
815,img_815,40,2462,DVD & Films,Fournitures bureau
816,img_816,1280,1560,Accessoires téléphones,Photos
817,img_817,2280,1281,Jeux vidéo,Téléphonie fixe
818,img_818,60,50,Consoles,Jouets & Jeux
821,img_821,2582,1281,Matériel & accessoires,Téléphonie fixe
823,img_823,2905,40,Instruments musique,DVD & Films
825,img_825,40,2462,DVD & Films,Fournitures bureau
831,img_831,1160,2280,Électroménager,Jeux vidéo
837,img_837,2585,2583,Sports & Loisirs,Articles sport
841,img_841,10,2280,Livres,Jeux vidéo
845,img_845,1940,2583,Instrument musique,Articles sport
847,img_847,1920,1560,Musique amplifiée,Photos
850,img_850,1320,1920,CD,Musique amplifiée
852,img_852,1281,1280,Téléphonie fixe,Accessoires téléphones
853,img_853,2220,1280,Puériculture,Accessoires téléphones
855,img_855,1920,2060,Musique amplifiée,Articles soins
856,img_856,2462,2403,Fournitures bureau,Livres en langues étrangères
857,img_857,40,1280,DVD & Films,Accessoires téléphones
859,img_859,2585,2583,Sports & Loisirs,Articles sport
862,img_862,2280,1180,Jeux vidéo,Décoration
863,img_863,1300,2583,Jeux vidéo ancien,Articles sport
865,img_865,2060,1920,Articles soins,Musique amplifiée
866,img_866,2583,1302,Articles sport,Jeux vidéo rétro
870,img_870,2060,1560,Articles soins,Photos
873,img_873,1300,2583,Jeux vidéo ancien,Articles sport
875,img_875,2585,2583,Sports & Loisirs,Articles sport
877,img_877,50,1300,Jouets & Jeux,Jeux vidéo ancien
878,img_878,1302,1320,Jeux vidéo rétro,CD
879,img_879,2522,10,Équipement bébé,Livres
881,img_881,2403,2522,Livres en langues étrangères,Équipement bébé
884,img_884,2060,1302,Articles soins,Jeux vidéo rétro
886,img_886,1280,2060,Accessoires téléphones,Articles soins
892,img_892,10,2403,Livres,Livres en langues étrangères
895,img_895,2280,2403,Jeux vidéo,Livres en langues étrangères
900,img_900,1140,1280,TV,Accessoires téléphones
901,img_901,1280,1320,Accessoires téléphones,CD
906,img_906,2705,2522,Accessoires console,Équipement bébé
907,img_907,2220,1560,Puériculture,Photos
910,img_910,1280,1560,Accessoires téléphones,Photos
912,img_912,2585,2583,Sports & Loisirs,Articles sport
913,img_913,1300,2583,Jeux vidéo ancien,Articles sport
914,img_914,2582,1560,Matériel & accessoires,Photos
916,img_916,2582,2583,Matériel & accessoires,Articles sport
917,img_917,2280,2403,Jeux vidéo,Livres en langues étrangères
918,img_918,1281,1160,Téléphonie fixe,Électroménager
922,img_922,2582,2522,Matériel & accessoires,Équipement bébé
924,img_924,2060,2220,Articles soins,Puériculture
925,img_925,50,2583,Jouets & Jeux,Articles sport
926,img_926,1280,1302,Accessoires téléphones,Jeux vidéo rétro
932,img_932,1140,2582,TV,Matériel & accessoires
933,img_933,2280,2583,Jeux vidéo,Articles sport
934,img_934,2583,1280,Articles sport,Accessoires téléphones
935,img_935,2280,1281,Jeux vidéo,Téléphonie fixe
938,img_938,1320,2583,CD,Articles sport
939,img_939,2585,2060,Sports & Loisirs,Articles soins
944,img_944,10,2280,Livres,Jeux vidéo
946,img_946,2585,2583,Sports & Loisirs,Articles sport
949,img_949,2220,2060,Puériculture,Articles soins
950,img_950,2582,1320,Matériel & accessoires,CD
958,img_958,2522,2582,Équipement bébé,Matériel & accessoires
963,img_963,2582,1302,Matériel & accessoires,Jeux vidéo rétro
964,img_964,2582,2060,Matériel & accessoires,Articles soins
965,img_965,1302,1280,Jeux vidéo rétro,Accessoires téléphones
970,img_970,1281,1280,Téléphonie fixe,Accessoires téléphones
972,img_972,10,2705,Livres,Accessoires console
976,img_976,1281,60,Téléphonie fixe,Consoles
977,img_977,1560,2582,Photos,Matériel & accessoires
978,img_978,2585,1560,Sports & Loisirs,Photos
979,img_979,2462,50,Fournitures bureau,Jouets & Jeux
981,img_981,2280,2403,Jeux vidéo,Livres en langues étrangères
982,img_982,1140,2403,TV,Livres en langues étrangères
983,img_983,1300,1280,Jeux vidéo ancien,Accessoires téléphones
985,img_985,50,2522,Jouets & Jeux,Équipement bébé
986,img_986,2705,10,Accessoires console,Livres
990,img_990,2522,2583,Équipement bébé,Articles sport
991,img_991,1281,40,Téléphonie fixe,DVD & Films
993,img_993,60,1300,Consoles,Jeux vidéo ancien
995,img_995,2905,1280,Instruments musique,Accessoires téléphones
996,img_996,1300,1281,Jeux vidéo ancien,Téléphonie fixe
999,img_999,60,50,Consoles,Jouets & Jeux
1001,img_1001,2582,50,Matériel & accessoires,Jouets & Jeux
1003,img_1003,1560,1320,Photos,CD
1005,img_1005,1320,2060,CD,Articles soins
1009,img_1009,40,10,DVD & Films,Livres
1012,img_1012,1320,1560,CD,Photos
1013,img_1013,50,1302,Jouets & Jeux,Jeux vidéo rétro
1015,img_1015,1281,1280,Téléphonie fixe,Accessoires téléphones
1017,img_1017,1300,2583,Jeux vidéo ancien,Articles sport
1018,img_1018,1280,1300,Accessoires téléphones,Jeux vidéo ancien
1019,img_1019,2403,2060,Livres en langues étrangères,Articles soins
1022,img_1022,2060,1560,Articles soins,Photos
1029,img_1029,60,1160,Consoles,Électroménager
1030,img_1030,1302,1280,Jeux vidéo rétro,Accessoires téléphones
1031,img_1031,60,1560,Consoles,Photos
1033,img_1033,10,2280,Livres,Jeux vidéo
1034,img_1034,1302,1560,Jeux vidéo rétro,Photos
1035,img_1035,1302,2060,Jeux vidéo rétro,Articles soins
1041,img_1041,2280,2403,Jeux vidéo,Livres en langues étrangères
1045,img_1045,2403,1300,Livres en langues étrangères,Jeux vidéo ancien
1051,img_1051,40,2280,DVD & Films,Jeux vidéo
1054,img_1054,2403,1281,Livres en langues étrangères,Téléphonie fixe
1055,img_1055,1300,50,Jeux vidéo ancien,Jouets & Jeux
1057,img_1057,1180,2280,Décoration,Jeux vidéo
1062,img_1062,2583,1302,Articles sport,Jeux vidéo rétro
1064,img_1064,2462,10,Fournitures bureau,Livres
1066,img_1066,2585,2583,Sports & Loisirs,Articles sport
1068,img_1068,2220,1320,Puériculture,CD
1069,img_1069,1300,1320,Jeux vidéo ancien,CD
1070,img_1070,1560,1920,Photos,Musique amplifiée
1072,img_1072,2705,2403,Accessoires console,Livres en langues étrangères
1073,img_1073,1300,40,Jeux vidéo ancien,DVD & Films
1075,img_1075,40,1281,DVD & Films,Téléphonie fixe
1080,img_1080,2403,2060,Livres en langues étrangères,Articles soins
1081,img_1081,1302,1280,Jeux vidéo rétro,Accessoires téléphones
1082,img_1082,2403,1281,Livres en langues étrangères,Téléphonie fixe
1084,img_1084,2582,2583,Matériel & accessoires,Articles sport
1085,img_1085,2582,1560,Matériel & accessoires,Photos
1086,img_1086,1940,1301,Instrument musique,Consoles rétro
1087,img_1087,1560,2060,Photos,Articles soins
1089,img_1089,40,60,DVD & Films,Consoles
1090,img_1090,2583,1940,Articles sport,Instrument musique
1093,img_1093,2280,2403,Jeux vidéo,Livres en langues étrangères
1095,img_1095,1560,1320,Photos,CD
1099,img_1099,2403,2060,Livres en langues étrangères,Articles soins
1100,img_1100,2582,2583,Matériel & accessoires,Articles sport
1102,img_1102,1160,40,Électroménager,DVD & Films
1105,img_1105,1281,1940,Téléphonie fixe,Instrument musique
1106,img_1106,2403,1160,Livres en langues étrangères,Électroménager
1111,img_1111,2585,2582,Sports & Loisirs,Matériel & accessoires
1113,img_1113,2522,1320,Équipement bébé,CD
1116,img_1116,1560,2585,Photos,Sports & Loisirs
1118,img_1118,2462,1140,Fournitures bureau,TV
1119,img_1119,2905,40,Instruments musique,DVD & Films
1123,img_1123,2280,10,Jeux vidéo,Livres
1125,img_1125,2582,1302,Matériel & accessoires,Jeux vidéo rétro
1128,img_1128,1140,1320,TV,CD
1129,img_1129,1180,2522,Décoration,Équipement bébé
1133,img_1133,2403,40,Livres en langues étrangères,DVD & Films
1136,img_1136,1302,2583,Jeux vidéo rétro,Articles sport
1139,img_1139,2582,1560,Matériel & accessoires,Photos
1141,img_1141,2583,1300,Articles sport,Jeux vidéo ancien
1142,img_1142,2403,1281,Livres en langues étrangères,Téléphonie fixe
1145,img_1145,2585,1560,Sports & Loisirs,Photos
1153,img_1153,2060,1560,Articles soins,Photos
1158,img_1158,2220,2585,Puériculture,Sports & Loisirs
1159,img_1159,2220,1302,Puériculture,Jeux vidéo rétro
1161,img_1161,2583,1281,Articles sport,Téléphonie fixe
1163,img_1163,2060,2582,Articles soins,Matériel & accessoires
1164,img_1164,2280,2705,Jeux vidéo,Accessoires console
1165,img_1165,2060,2462,Articles soins,Fournitures bureau
1168,img_1168,2280,2403,Jeux vidéo,Livres en langues étrangères
1170,img_1170,2462,1140,Fournitures bureau,TV
1173,img_1173,2585,2583,Sports & Loisirs,Articles sport
1175,img_1175,2403,2583,Livres en langues étrangères,Articles sport
1176,img_1176,1302,2583,Jeux vidéo rétro,Articles sport
1177,img_1177,1320,1560,CD,Photos
1179,img_1179,60,1560,Consoles,Photos
1181,img_1181,2060,1320,Articles soins,CD
1184,img_1184,2280,40,Jeux vidéo,DVD & Films
1185,img_1185,2582,2583,Matériel & accessoires,Articles sport
1187,img_1187,40,60,DVD & Films,Consoles
1193,img_1193,2462,1160,Fournitures bureau,Électroménager
