original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
61,img_61,23,0.21798901,2403,Catégorie 23
62,img_62,6,0.31116366,1281,Catégorie 6
63,img_63,13,0.4894396,1560,Catégorie 13
64,img_64,24,0.29314688,2583,Catégorie 24
65,img_65,23,0.9633439,2583,Catégorie 23
66,img_66,14,0.8756725,1920,Catégorie 14
67,img_67,16,0.8981452,2060,Catégorie 16
68,img_68,10,0.30792472,2585,Livres
69,img_69,12,0.9477977,1320,Catégorie 12
70,img_70,14,0.99324656,1920,Catégorie 14
71,img_71,22,0.34179232,2583,Catégorie 22
72,img_72,7,0.93340224,1920,Catégorie 7
73,img_73,25,0.7420966,2705,Catégorie 25
74,img_74,18,0.5759303,2280,Catégorie 18
75,img_75,12,0.5955564,1320,Catégorie 12
76,img_76,23,0.97833335,2583,Catégorie 23
77,img_77,16,0.19664854,2583,Catégorie 16
78,img_78,21,0.22567663,2522,Catégorie 21
79,img_79,1,0.53437054,40,Catégorie 1
80,img_80,23,0.9859098,2583,Catégorie 23
81,img_81,0,0.46903503,10,Catégorie 0
82,img_82,13,0.7059976,1560,Catégorie 13
83,img_83,18,0.7742621,2280,Catégorie 18
84,img_84,21,0.3975217,2522,Catégorie 21
85,img_85,9,0.7891405,1300,Catégorie 9
86,img_86,14,0.9953897,1920,Catégorie 14
87,img_87,13,0.2397754,1300,Catégorie 13
88,img_88,1,0.23247847,1160,Catégorie 1
89,img_89,19,0.47279763,2403,Catégorie 19
90,img_90,19,0.649293,2403,Catégorie 19
91,img_91,9,0.72828335,1280,Catégorie 9
92,img_92,23,0.97536135,2583,Catégorie 23
93,img_93,22,0.55052656,1560,Catégorie 22
94,img_94,24,0.8651161,1301,Catégorie 24
95,img_95,20,0.77055734,2462,Catégorie 20
96,img_96,13,0.6209107,1560,Catégorie 13
97,img_97,21,0.9777427,2522,Catégorie 21
98,img_98,10,0.9273904,1301,Livres
99,img_99,22,0.5185117,2582,Catégorie 22
100,img_100,21,0.7730245,2522,Catégorie 21
101,img_101,13,0.619157,1320,Catégorie 13
102,img_102,8,0.28047973,1280,Catégorie 8
103,img_103,12,0.18960902,1320,Catégorie 12
104,img_104,14,0.9188217,1920,Catégorie 14
105,img_105,2,0.7052912,50,Catégorie 2
106,img_106,2,0.3141404,2583,Catégorie 2
107,img_107,5,0.96510726,1160,Catégorie 5
108,img_108,15,0.86562705,1940,Catégorie 15
109,img_109,26,0.8516542,2905,Catégorie 26
110,img_110,11,0.9337378,1302,Catégorie 11
111,img_111,1,0.64540416,2280,Catégorie 1
112,img_112,8,0.43971756,1281,Catégorie 8
113,img_113,23,0.93971294,2583,Catégorie 23
114,img_114,20,0.38150486,1281,Catégorie 20
115,img_115,17,0.9808865,2220,Catégorie 17
116,img_116,9,0.93400437,1300,Catégorie 9
117,img_117,4,0.99796236,1140,Catégorie 4
118,img_118,9,0.20093872,1300,Catégorie 9
119,img_119,0,0.73909396,2705,Catégorie 0
120,img_120,17,0.10026451,2522,Catégorie 17
121,img_121,12,0.8689756,1320,Catégorie 12
122,img_122,23,0.95663023,2583,Catégorie 23
123,img_123,9,0.951454,1300,Catégorie 9
124,img_124,23,0.9862243,2583,Catégorie 23
125,img_125,9,0.6375196,1300,Catégorie 9
126,img_126,4,0.9401534,1140,Catégorie 4
127,img_127,9,0.9155975,1300,Catégorie 9
128,img_128,5,0.9741818,1160,Catégorie 5
129,img_129,18,0.9979437,2280,Catégorie 18
130,img_130,5,0.8599256,1160,Catégorie 5
131,img_131,23,0.9808983,2583,Catégorie 23
132,img_132,7,0.35354355,1560,Catégorie 7
133,img_133,14,0.975415,1920,Catégorie 14
134,img_134,16,0.9325136,2060,Catégorie 16
135,img_135,21,0.69801027,2585,Catégorie 21
136,img_136,4,0.4728246,1280,Catégorie 4
137,img_137,4,0.5078607,1140,Catégorie 4
138,img_138,10,0.99258053,1301,Livres
139,img_139,3,0.9625818,60,Catégorie 3
140,img_140,18,0.84295654,2280,Catégorie 18
141,img_141,8,0.24483399,2280,Catégorie 8
142,img_142,1,0.22985767,60,Catégorie 1
143,img_143,12,0.9833913,1560,Catégorie 12
144,img_144,18,0.8812978,2280,Catégorie 18
145,img_145,9,0.94493663,1280,Catégorie 9
146,img_146,9,0.79870886,1300,Catégorie 9
147,img_147,5,0.6834381,1160,Catégorie 5
148,img_148,2,0.84129196,1140,Catégorie 2
149,img_149,22,0.980401,2582,Catégorie 22
150,img_150,15,0.9573129,1940,Catégorie 15
151,img_151,18,0.940458,2280,Catégorie 18
152,img_152,14,0.9326859,1920,Catégorie 14
153,img_153,26,0.9677742,2905,Catégorie 26
154,img_154,11,0.26959792,2220,Catégorie 11
155,img_155,13,0.3084638,1560,Catégorie 13
156,img_156,16,0.85189825,2582,Catégorie 16
157,img_157,10,0.759173,2522,Livres
158,img_158,9,0.8362041,1300,Catégorie 9
159,img_159,14,0.8216602,1920,Catégorie 14
160,img_160,12,0.23125292,2220,Catégorie 12
161,img_161,18,0.9908652,2280,Catégorie 18
162,img_162,11,0.957009,1302,Catégorie 11
163,img_163,22,0.54831046,2060,Catégorie 22
164,img_164,7,0.5568017,1140,Catégorie 7
165,img_165,9,0.92774886,1300,Catégorie 9
166,img_166,21,0.9822432,2522,Catégorie 21
167,img_167,22,0.09927849,10,Catégorie 22
168,img_168,16,0.5973699,1560,Catégorie 16
169,img_169,18,0.7853309,2280,Catégorie 18
170,img_170,9,0.82140815,1300,Catégorie 9
171,img_171,0,0.94190216,10,Catégorie 0
172,img_172,8,0.94064015,1281,Catégorie 8
173,img_173,4,0.57576513,2060,Catégorie 4
174,img_174,26,0.7419683,2905,Catégorie 26
175,img_175,9,0.35375738,2060,Catégorie 9
176,img_176,2,0.3021798,2583,Catégorie 2
177,img_177,5,0.94854665,1160,Catégorie 5
178,img_178,1,0.748535,40,Catégorie 1
179,img_179,21,0.7905784,2522,Catégorie 21
180,img_180,19,0.44496754,2403,Catégorie 19
181,img_181,1,0.54708505,40,Catégorie 1
182,img_182,11,0.20549902,2522,Catégorie 11
183,img_183,19,0.512266,2280,Catégorie 19
184,img_184,7,0.6813293,1300,Catégorie 7
185,img_185,13,0.27121782,2582,Catégorie 13
186,img_186,12,0.6480845,1302,Catégorie 12
187,img_187,5,0.9888545,1160,Catégorie 5
188,img_188,24,0.41077688,2585,Catégorie 24
189,img_189,11,0.44801435,2583,Catégorie 11
190,img_190,9,0.930134,1300,Catégorie 9
191,img_191,9,0.48397315,1302,Catégorie 9
192,img_192,0,0.18661487,1281,Catégorie 0
193,img_193,16,0.6620314,1320,Catégorie 16
194,img_194,24,0.32726452,40,Catégorie 24
195,img_195,16,0.19019784,1140,Catégorie 16
196,img_196,2,0.82004076,40,Catégorie 2
197,img_197,20,0.2643171,2280,Catégorie 20
198,img_198,19,0.60962224,2280,Catégorie 19
199,img_199,1,0.23594475,2403,Catégorie 1
200,img_200,11,0.3014728,1560,Catégorie 11
201,img_201,14,0.7868408,1920,Catégorie 14
202,img_202,18,0.92183405,2280,Catégorie 18
203,img_203,22,0.30710077,2583,Catégorie 22
204,img_204,9,0.37722743,1280,Catégorie 9
205,img_205,21,0.98253006,2522,Catégorie 21
206,img_206,16,0.5572603,1920,Catégorie 16
207,img_207,2,0.61563045,50,Catégorie 2
208,img_208,22,0.8988109,1920,Catégorie 22
209,img_209,0,0.25786355,2403,Catégorie 0
210,img_210,5,0.98043597,1160,Catégorie 5
211,img_211,18,0.6691279,2280,Catégorie 18
212,img_212,2,0.12733392,2583,Catégorie 2
213,img_213,14,0.98133296,1920,Catégorie 14
214,img_214,4,0.93464345,1140,Catégorie 4
215,img_215,21,0.43456215,2522,Catégorie 21
216,img_216,1,0.23048985,60,Catégorie 1
217,img_217,23,0.97599596,2583,Catégorie 23
218,img_218,7,0.7521934,1280,Catégorie 7
219,img_219,9,0.58096516,1300,Catégorie 9
220,img_220,16,0.4195515,1560,Catégorie 16
221,img_221,2,0.90631765,50,Catégorie 2
222,img_222,0,0.3913168,2403,Catégorie 0
223,img_223,5,0.112727344,1320,Catégorie 5
224,img_224,26,0.5909694,2905,Catégorie 26
225,img_225,8,0.52987534,1281,Catégorie 8
226,img_226,9,0.8252574,1300,Catégorie 9
227,img_227,16,0.15066908,2280,Catégorie 16
228,img_228,7,0.8806456,1280,Catégorie 7
229,img_229,9,0.37425444,1300,Catégorie 9
230,img_230,23,0.97697234,2583,Catégorie 23
231,img_231,13,0.8893472,1560,Catégorie 13
232,img_232,22,0.28735304,1302,Catégorie 22
233,img_233,1,0.8672324,40,Catégorie 1
234,img_234,23,0.8353633,2583,Catégorie 23
235,img_235,13,0.56854343,1560,Catégorie 13
236,img_236,3,0.7946374,2462,Catégorie 3
237,img_237,9,0.627653,1300,Catégorie 9
238,img_238,4,0.2665146,1140,Catégorie 4
239,img_239,9,0.92939997,1300,Catégorie 9
240,img_240,14,0.9721262,1920,Catégorie 14
241,img_241,19,0.6347755,2403,Catégorie 19
242,img_242,9,0.36129954,2905,Catégorie 9
243,img_243,9,0.9018765,1300,Catégorie 9
244,img_244,11,0.31999147,1302,Catégorie 11
245,img_245,18,0.24410392,2280,Catégorie 18
246,img_246,5,0.92678756,1160,Catégorie 5
247,img_247,23,0.92495525,2585,Catégorie 23
248,img_248,13,0.9916535,1560,Catégorie 13
249,img_249,25,0.93004894,2705,Catégorie 25
250,img_250,9,0.7421344,1300,Catégorie 9
251,img_251,13,0.89098865,1560,Catégorie 13
252,img_252,20,0.88841784,40,Catégorie 20
253,img_253,23,0.8579459,2583,Catégorie 23
254,img_254,1,0.31762654,2462,Catégorie 1
255,img_255,25,0.67416,2705,Catégorie 25
256,img_256,22,0.97753704,2582,Catégorie 22
257,img_257,25,0.9219542,2705,Catégorie 25
258,img_258,19,0.27050626,2403,Catégorie 19
259,img_259,24,0.18753362,2585,Catégorie 24
260,img_260,7,0.91093487,1280,Catégorie 7
261,img_261,13,0.8180825,1560,Catégorie 13
262,img_262,11,0.39513367,1140,Catégorie 11
263,img_263,4,0.9056952,1140,Catégorie 4
264,img_264,7,0.4500099,2522,Catégorie 7
265,img_265,21,0.94828075,2522,Catégorie 21
266,img_266,0,0.68541235,2280,Catégorie 0
267,img_267,25,0.68754345,2705,Catégorie 25
268,img_268,23,0.9339132,2583,Catégorie 23
269,img_269,0,0.47474858,2403,Catégorie 0
270,img_270,20,0.9141544,2462,Catégorie 20
271,img_271,7,0.16488706,40,Catégorie 7
272,img_272,8,0.8741095,1280,Catégorie 8
273,img_273,18,0.2223213,10,Catégorie 18
274,img_274,5,0.95738083,1160,Catégorie 5
275,img_275,14,0.97586024,1920,Catégorie 14
276,img_276,7,0.8017847,1281,Catégorie 7
277,img_277,0,0.9446629,10,Catégorie 0
278,img_278,16,0.5624725,2060,Catégorie 16
279,img_279,14,0.1654792,2060,Catégorie 14
280,img_280,2,0.7761179,50,Catégorie 2
281,img_281,22,0.45902878,1320,Catégorie 22
282,img_282,9,0.3281035,1300,Catégorie 9
283,img_283,23,0.7615812,2583,Catégorie 23
284,img_284,16,0.55814755,2583,Catégorie 16
285,img_285,12,0.5752928,1920,Catégorie 12
286,img_286,19,0.89513546,2403,Catégorie 19
287,img_287,12,0.9154786,1320,Catégorie 12
288,img_288,7,0.2918068,1300,Catégorie 7
289,img_289,3,0.91960096,60,Catégorie 3
290,img_290,0,0.35558143,10,Catégorie 0
291,img_291,18,0.77828676,2280,Catégorie 18
292,img_292,8,0.38462475,1281,Catégorie 8
293,img_293,26,0.944985,2905,Catégorie 26
294,img_294,21,0.9158969,2522,Catégorie 21
295,img_295,18,0.8715957,2280,Catégorie 18
296,img_296,7,0.2910099,1280,Catégorie 7
297,img_297,20,0.18182892,2462,Catégorie 20
298,img_298,8,0.3033869,1281,Catégorie 8
299,img_299,4,0.16059273,2705,Catégorie 4
300,img_300,8,0.627628,1280,Catégorie 8
301,img_301,23,0.6855879,2583,Catégorie 23
302,img_302,7,0.98511434,1280,Catégorie 7
303,img_303,16,0.69934523,2060,Catégorie 16
304,img_304,13,0.50543565,1560,Catégorie 13
305,img_305,9,0.9583139,1300,Catégorie 9
306,img_306,26,0.9640961,2905,Catégorie 26
307,img_307,23,0.9339132,2583,Catégorie 23
308,img_308,22,0.7980203,1560,Catégorie 22
309,img_309,9,0.89048713,1300,Catégorie 9
310,img_310,11,0.27038434,1280,Catégorie 11
311,img_311,14,0.99736977,1920,Catégorie 14
312,img_312,18,0.81058633,2280,Catégorie 18
313,img_313,12,0.84408337,1320,Catégorie 12
314,img_314,16,0.99532866,2060,Catégorie 16
315,img_315,1,0.93546474,40,Catégorie 1
316,img_316,13,0.88459694,1560,Catégorie 13
317,img_317,9,0.85750633,1300,Catégorie 9
318,img_318,22,0.56523484,2583,Catégorie 22
319,img_319,23,0.26308626,2583,Catégorie 23
320,img_320,5,0.98649174,1160,Catégorie 5
321,img_321,21,0.7597013,2522,Catégorie 21
322,img_322,18,0.92166764,2403,Catégorie 18
323,img_323,19,0.36461893,2280,Catégorie 19
324,img_324,15,0.8156921,2522,Catégorie 15
325,img_325,25,0.73805267,2705,Catégorie 25
326,img_326,16,0.88692296,2060,Catégorie 16
327,img_327,2,0.44874418,2522,Catégorie 2
328,img_328,9,0.26266947,1140,Catégorie 9
329,img_329,24,0.5946175,2585,Catégorie 24
330,img_330,16,0.27268955,1560,Catégorie 16
331,img_331,23,0.9280072,2583,Catégorie 23
332,img_332,25,0.8464564,2705,Catégorie 25
333,img_333,21,0.47648093,2403,Catégorie 21
334,img_334,1,0.5755649,40,Catégorie 1
335,img_335,14,0.96089524,1920,Catégorie 14
336,img_336,23,0.8451488,2583,Catégorie 23
337,img_337,18,0.7425138,2403,Catégorie 18
338,img_338,11,0.9931653,1280,Catégorie 11
339,img_339,14,0.17672288,1320,Catégorie 14
340,img_340,2,0.46193802,2582,Catégorie 2
341,img_341,0,0.70996344,2280,Catégorie 0
342,img_342,23,0.95026267,2583,Catégorie 23
343,img_343,21,0.8503861,2522,Catégorie 21
344,img_344,17,0.9619255,2220,Catégorie 17
345,img_345,14,0.97909236,1920,Catégorie 14
346,img_346,21,0.9650894,2522,Catégorie 21
347,img_347,23,0.83119285,2583,Catégorie 23
348,img_348,25,0.652961,2280,Catégorie 25
349,img_349,16,0.63563025,1560,Catégorie 16
350,img_350,22,0.56154567,1920,Catégorie 22
351,img_351,13,0.7875775,1560,Catégorie 13
352,img_352,21,0.9273607,1280,Catégorie 21
353,img_353,0,0.4682544,10,Catégorie 0
354,img_354,0,0.12928258,1560,Catégorie 0
355,img_355,18,0.19379717,2403,Catégorie 18
356,img_356,9,0.31742918,1300,Catégorie 9
357,img_357,23,0.5096486,2583,Catégorie 23
358,img_358,5,0.24817953,1160,Catégorie 5
359,img_359,23,0.9836348,2583,Catégorie 23
360,img_360,21,0.96394813,2522,Catégorie 21
361,img_361,23,0.7811704,2583,Catégorie 23
362,img_362,1,0.49832004,40,Catégorie 1
363,img_363,23,0.36125436,2583,Catégorie 23
364,img_364,12,0.39467445,1320,Catégorie 12
365,img_365,6,0.927497,1180,Catégorie 6
366,img_366,13,0.263035,1560,Catégorie 13
367,img_367,1,0.8071939,2522,Catégorie 1
368,img_368,23,0.39116165,2583,Catégorie 23
369,img_369,25,0.49315095,2705,Catégorie 25
370,img_370,15,0.9608774,1320,Catégorie 15
371,img_371,21,0.85148567,1320,Catégorie 21
372,img_372,24,0.984686,2585,Catégorie 24
373,img_373,22,0.77202576,2585,Catégorie 22
374,img_374,25,0.6100092,2705,Catégorie 25
375,img_375,0,0.13119487,10,Catégorie 0
376,img_376,18,0.9332293,2280,Catégorie 18
377,img_377,14,0.62118536,1560,Catégorie 14
378,img_378,3,0.8571954,50,Catégorie 3
379,img_379,7,0.4721358,2060,Catégorie 7
380,img_380,19,0.95498836,2403,Catégorie 19
381,img_381,19,0.3948151,2280,Catégorie 19
382,img_382,5,0.7401351,1160,Catégorie 5
383,img_383,9,0.15603735,1300,Catégorie 9
384,img_384,13,0.8052744,1560,Catégorie 13
385,img_385,11,0.7883796,1302,Catégorie 11
386,img_386,12,0.20344128,1320,Catégorie 12
387,img_387,21,0.97117394,2522,Catégorie 21
388,img_388,21,0.92946804,2522,Catégorie 21
389,img_389,20,0.42538443,2060,Catégorie 20
390,img_390,14,0.9186279,1920,Catégorie 14
391,img_391,13,0.26708898,1281,Catégorie 13
392,img_392,12,0.9091437,2060,Catégorie 12
393,img_393,22,0.70441335,2582,Catégorie 22
394,img_394,20,0.53163946,2462,Catégorie 20
395,img_395,21,0.07782726,2522,Catégorie 21
396,img_396,0,0.42234612,2522,Catégorie 0
397,img_397,19,0.38220227,10,Catégorie 19
398,img_398,7,0.3401726,1280,Catégorie 7
399,img_399,2,0.9764439,50,Catégorie 2
400,img_400,16,0.5686743,1560,Catégorie 16
401,img_401,9,0.76901066,1300,Catégorie 9
402,img_402,5,0.9878169,1160,Catégorie 5
403,img_403,9,0.4038384,1300,Catégorie 9
404,img_404,21,0.66122675,2522,Catégorie 21
405,img_405,10,0.9809523,1301,Livres
406,img_406,17,0.7419726,2220,Catégorie 17
407,img_407,13,0.6604043,2583,Catégorie 13
408,img_408,4,0.7408109,1140,Catégorie 4
409,img_409,16,0.2569505,2060,Catégorie 16
410,img_410,5,0.18324763,1160,Catégorie 5
411,img_411,7,0.18727382,2403,Catégorie 7
412,img_412,10,0.3050653,2522,Livres
413,img_413,13,0.3460679,1560,Catégorie 13
414,img_414,9,0.6231348,1300,Catégorie 9
415,img_415,1,0.33265543,2403,Catégorie 1
416,img_416,19,0.92764825,2403,Catégorie 19
417,img_417,23,0.9774186,2583,Catégorie 23
418,img_418,9,0.4896257,1300,Catégorie 9
419,img_419,16,0.7778377,2585,Catégorie 16
420,img_420,22,0.42911628,1320,Catégorie 22
421,img_421,24,0.48667294,1560,Catégorie 24
422,img_422,14,0.9421135,1920,Catégorie 14
423,img_423,23,0.22014348,2583,Catégorie 23
424,img_424,18,0.3895851,2403,Catégorie 18
425,img_425,14,0.878585,1920,Catégorie 14
426,img_426,11,0.84915614,1302,Catégorie 11
427,img_427,19,0.8819174,2403,Catégorie 19
428,img_428,19,0.8577692,2403,Catégorie 19
429,img_429,20,0.48855424,2462,Catégorie 20
430,img_430,14,0.90656704,1920,Catégorie 14
431,img_431,12,0.24676128,2583,Catégorie 12
432,img_432,13,0.1871761,2060,Catégorie 13
433,img_433,25,0.91531897,2705,Catégorie 25
434,img_434,22,0.64301187,2582,Catégorie 22
435,img_435,12,0.14532803,1560,Catégorie 12
436,img_436,25,0.8717984,2705,Catégorie 25
437,img_437,25,0.9133305,2705,Catégorie 25
438,img_438,0,0.5219435,10,Catégorie 0
439,img_439,2,0.9487525,50,Catégorie 2
440,img_440,18,0.45943516,2280,Catégorie 18
441,img_441,7,0.92248285,1280,Catégorie 7
442,img_442,6,0.2124805,2060,Catégorie 6
443,img_443,9,0.7031274,1300,Catégorie 9
444,img_444,15,0.3311543,1940,Catégorie 15
445,img_445,13,0.43984187,1320,Catégorie 13
446,img_446,18,0.40931052,2403,Catégorie 18
447,img_447,22,0.98778033,2582,Catégorie 22
448,img_448,22,0.6738904,1560,Catégorie 22
449,img_449,0,0.5868106,10,Catégorie 0
450,img_450,4,0.97464323,1140,Catégorie 4
451,img_451,16,0.69919693,2060,Catégorie 16
452,img_452,14,0.94228876,1920,Catégorie 14
453,img_453,18,0.3163491,2582,Catégorie 18
454,img_454,9,0.8759888,1300,Catégorie 9
455,img_455,14,0.73843,1920,Catégorie 14
456,img_456,9,0.80150306,1300,Catégorie 9
457,img_457,3,0.9160115,60,Catégorie 3
458,img_458,8,0.12364064,50,Catégorie 8
459,img_459,2,0.24328762,1302,Catégorie 2
460,img_460,16,0.33148435,2060,Catégorie 16
461,img_461,0,0.92166066,10,Catégorie 0
462,img_462,13,0.3387164,2522,Catégorie 13
463,img_463,24,0.22029863,2583,Catégorie 24
464,img_464,23,0.96921945,2583,Catégorie 23
465,img_465,4,0.6753219,1320,Catégorie 4
466,img_466,23,0.9651178,2583,Catégorie 23
467,img_467,9,0.74124944,1300,Catégorie 9
468,img_468,14,0.81102574,1920,Catégorie 14
469,img_469,24,0.18066408,2583,Catégorie 24
470,img_470,4,0.21156058,1140,Catégorie 4
471,img_471,9,0.5585513,1280,Catégorie 9
472,img_472,23,0.9386671,2583,Catégorie 23
473,img_473,25,0.25588456,2280,Catégorie 25
474,img_474,21,0.9552154,2522,Catégorie 21
475,img_475,1,0.21487574,40,Catégorie 1
476,img_476,19,0.5562477,2403,Catégorie 19
477,img_477,5,0.33260575,2905,Catégorie 5
478,img_478,21,0.93409944,2522,Catégorie 21
479,img_479,3,0.92378247,60,Catégorie 3
480,img_480,11,0.15787265,1302,Catégorie 11
481,img_481,9,0.26531178,1300,Catégorie 9
482,img_482,24,0.25018057,2060,Catégorie 24
483,img_483,24,0.86682284,2585,Catégorie 24
484,img_484,20,0.99728453,2462,Catégorie 20
485,img_485,12,0.82808566,1320,Catégorie 12
486,img_486,25,0.75013965,2705,Catégorie 25
487,img_487,21,0.17921834,1280,Catégorie 21
488,img_488,25,0.48474807,2705,Catégorie 25
489,img_489,19,0.5317265,2403,Catégorie 19
490,img_490,20,0.92646694,2462,Catégorie 20
491,img_491,5,0.9119087,1160,Catégorie 5
492,img_492,13,0.22819416,2583,Catégorie 13
493,img_493,26,0.75143784,2905,Catégorie 26
494,img_494,25,0.84396976,2705,Catégorie 25
495,img_495,7,0.8646511,1280,Catégorie 7
496,img_496,22,0.6714691,1320,Catégorie 22
497,img_497,0,0.41484544,2403,Catégorie 0
498,img_498,24,0.90942717,2585,Catégorie 24
499,img_499,19,0.94854903,2403,Catégorie 19
500,img_500,14,0.9924361,1920,Catégorie 14
501,img_501,9,0.7446816,1300,Catégorie 9
502,img_502,5,0.9466896,1160,Catégorie 5
503,img_503,23,0.59233737,2583,Catégorie 23
504,img_504,25,0.7696456,2705,Catégorie 25
505,img_505,24,0.5039513,2583,Catégorie 24
506,img_506,9,0.6799476,1280,Catégorie 9
507,img_507,25,0.36612594,10,Catégorie 25
508,img_508,1,0.6985464,2403,Catégorie 1
509,img_509,7,0.4967884,1280,Catégorie 7
510,img_510,24,0.15079159,2585,Catégorie 24
511,img_511,14,0.9774369,1920,Catégorie 14
512,img_512,13,0.7265262,2583,Catégorie 13
513,img_513,7,0.46896964,1300,Catégorie 7
514,img_514,16,0.979223,2060,Catégorie 16
515,img_515,2,0.81381893,1160,Catégorie 2
516,img_516,26,0.11339834,40,Catégorie 26
517,img_517,13,0.2975013,1320,Catégorie 13
518,img_518,20,0.27390745,1180,Catégorie 20
519,img_519,3,0.9797372,60,Catégorie 3
520,img_520,0,0.57371163,10,Catégorie 0
521,img_521,21,0.9095723,2522,Catégorie 21
522,img_522,23,0.53935134,2583,Catégorie 23
523,img_523,12,0.30742458,1320,Catégorie 12
524,img_524,13,0.40015486,1560,Catégorie 13
525,img_525,1,0.42037657,2705,Catégorie 1
526,img_526,7,0.5089434,1280,Catégorie 7
527,img_527,23,0.9767011,2583,Catégorie 23
528,img_528,14,0.8414929,2522,Catégorie 14
529,img_529,23,0.97359097,2583,Catégorie 23
530,img_530,22,0.22089003,2582,Catégorie 22
531,img_531,1,0.2764532,1160,Catégorie 1
532,img_532,17,0.8928106,2220,Catégorie 17
533,img_533,11,0.82915825,1300,Catégorie 11
534,img_534,20,0.6811415,2462,Catégorie 20
535,img_535,11,0.3238696,1281,Catégorie 11
536,img_536,24,0.5857522,2582,Catégorie 24
537,img_537,25,0.9834172,2705,Catégorie 25
538,img_538,19,0.32899168,2403,Catégorie 19
539,img_539,4,0.943517,1140,Catégorie 4
540,img_540,12,0.717748,1302,Catégorie 12
541,img_541,16,0.64139026,2060,Catégorie 16
542,img_542,16,0.13399138,2060,Catégorie 16
543,img_543,8,0.66477114,2462,Catégorie 8
544,img_544,8,0.54723155,1940,Catégorie 8
545,img_545,11,0.23518308,1301,Catégorie 11
546,img_546,14,0.9498047,1920,Catégorie 14
547,img_547,24,0.5069746,1302,Catégorie 24
548,img_548,25,0.9169125,2705,Catégorie 25
549,img_549,25,0.92900604,2705,Catégorie 25
550,img_550,16,0.68662673,1560,Catégorie 16
551,img_551,19,0.8320647,2403,Catégorie 19
552,img_552,3,0.7330204,2522,Catégorie 3
553,img_553,4,0.44718704,1140,Catégorie 4
554,img_554,4,0.96055263,1280,Catégorie 4
555,img_555,11,0.8462838,1302,Catégorie 11
556,img_556,26,0.62465054,2905,Catégorie 26
557,img_557,7,0.3284201,2582,Catégorie 7
558,img_558,18,0.99540764,2280,Catégorie 18
559,img_559,21,0.82221514,2522,Catégorie 21
560,img_560,8,0.2262546,1140,Catégorie 8
