original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
59,img_59,2280,0.2311094093905098,40,Jeux vidéo
60,img_60,2583,0.9024258914249752,2583,Articles sport
61,img_61,2060,0.11383895066709535,2403,Articles soins
62,img_62,1281,0.34993949314115946,1281,Téléphonie fixe
63,img_63,1560,0.3553705158972897,1560,Photos
64,img_64,2585,0.1477442742046101,2583,Sports & Loisirs
65,img_65,2583,0.33792005836098005,2583,Articles sport
66,img_66,2582,0.1867721160943188,1920,Matériel & accessoires
67,img_67,2060,0.6569940632322978,2060,Articles soins
68,img_68,2060,0.4375222525996782,2585,Articles soins
69,img_69,1320,0.4253565246652052,1320,CD
70,img_70,1920,0.9369073195994724,1920,Musique amplifiée
71,img_71,2060,0.19131971107925239,2583,Articles soins
72,img_72,1280,0.4913421155278208,1920,Accessoires téléphones
73,img_73,2705,0.8851078374753488,2705,Accessoires console
74,img_74,10,0.5003581089269845,2280,Livres
75,img_75,1320,0.42677756195179456,1320,CD
76,img_76,2583,0.8405991642572869,2583,Articles sport
77,img_77,2585,0.2548811386559208,2583,Sports & Loisirs
78,img_78,2522,0.5595230781283906,2522,Équipement bébé
79,img_79,40,0.5154909224318149,40,DVD & Films
80,img_80,2583,0.2542821219520066,2583,Articles sport
81,img_81,2280,0.47045237212055396,10,Jeux vidéo
82,img_82,1560,0.4372583676827149,1560,Photos
83,img_83,2280,0.4803663128934257,2280,Jeux vidéo
84,img_84,2060,0.24268596524568803,2522,Articles soins
85,img_85,1300,0.6897312444629866,1300,Jeux vidéo ancien
86,img_86,1920,0.8985283240775126,1920,Musique amplifiée
87,img_87,1560,0.3589040221953798,1300,Photos
88,img_88,2462,0.30024653515629823,1160,Fournitures bureau
89,img_89,2403,0.5290934602586636,2403,Livres en langues étrangères
90,img_90,2403,0.8217200765482231,2403,Livres en langues étrangères
91,img_91,1300,0.6244240378070073,1280,Jeux vidéo ancien
92,img_92,2585,0.31601392082123597,2583,Sports & Loisirs
93,img_93,2582,0.33252699940799046,1560,Matériel & accessoires
94,img_94,2585,0.24602939976070845,1301,Sports & Loisirs
95,img_95,50,0.5425107668274187,2462,Jouets & Jeux
96,img_96,1560,0.687899314699817,1560,Photos
97,img_97,2522,0.23040818800814694,2522,Équipement bébé
98,img_98,1301,0.19917147338870148,1301,Consoles rétro
99,img_99,2582,0.22385765754583753,2582,Matériel & accessoires
100,img_100,2522,0.30528893058705886,2522,Équipement bébé
101,img_101,2585,0.15253131023237568,1320,Sports & Loisirs
102,img_102,1281,0.25933763889249306,1280,Téléphonie fixe
103,img_103,2522,0.27541418446895205,1320,Équipement bébé
104,img_104,1920,0.9751825020498751,1920,Musique amplifiée
105,img_105,2585,0.24149133203418197,50,Sports & Loisirs
106,img_106,60,0.4058078329566041,2583,Consoles
107,img_107,1160,0.5757040541999694,1160,Électroménager
108,img_108,1940,0.21487905512183555,1940,Instrument musique
109,img_109,2905,0.5926836488492364,2905,Instruments musique
110,img_110,1302,0.4920214718425909,1302,Jeux vidéo rétro
111,img_111,2462,0.6048705170741254,2280,Fournitures bureau
112,img_112,1281,0.14683777060249592,1281,Téléphonie fixe
113,img_113,2583,0.8778796453347439,2583,Articles sport
114,img_114,2403,0.4064902895812814,1281,Livres en langues étrangères
115,img_115,2220,0.9302685702414838,2220,Puériculture
116,img_116,1300,0.6639029839895625,1300,Jeux vidéo ancien
117,img_117,1140,0.4270952712910597,1140,TV
118,img_118,50,0.3395627355524291,1300,Jouets & Jeux
119,img_119,10,0.593074051999147,2705,Livres
120,img_120,2220,0.19337955075918256,2522,Puériculture
121,img_121,1320,0.45907221653442765,1320,CD
122,img_122,2583,0.6268102349339478,2583,Articles sport
123,img_123,1300,0.763950572795075,1300,Jeux vidéo ancien
124,img_124,2583,0.9489832394707038,2583,Articles sport
125,img_125,2522,0.10622677996663077,1300,Équipement bébé
126,img_126,1140,0.863030413054487,1140,TV
127,img_127,1300,0.8705457001000696,1300,Jeux vidéo ancien
128,img_128,1160,0.5160206219057414,1160,Électroménager
129,img_129,2280,0.980643164063709,2280,Jeux vidéo
130,img_130,1160,0.7016737577385274,1160,Électroménager
131,img_131,2583,0.42303652558716914,2583,Articles sport
132,img_132,2060,0.2062074983836313,1560,Articles soins
133,img_133,1920,0.9746601669880184,1920,Musique amplifiée
134,img_134,1560,0.30712476486040036,2060,Photos
135,img_135,1301,0.3636549643350579,2585,Consoles rétro
136,img_136,1140,0.28698121443734514,1280,TV
137,img_137,1140,0.13680003486425787,1140,TV
138,img_138,1301,0.837709151106408,1301,Consoles rétro
139,img_139,60,0.8270858931209829,60,Consoles
140,img_140,2280,0.7446897992530899,2280,Jeux vidéo
141,img_141,2462,0.16892031776772612,2280,Fournitures bureau
142,img_142,40,0.6615435751720312,60,DVD & Films
143,img_143,1320,0.5402827397548103,1560,CD
144,img_144,2280,0.6072255158247426,2280,Jeux vidéo
145,img_145,1300,0.5212858722257278,1280,Jeux vidéo ancien
146,img_146,1300,0.696478526044815,1300,Jeux vidéo ancien
147,img_147,1160,0.8424097420742281,1160,Électroménager
148,img_148,1300,0.19652268607960152,1140,Jeux vidéo ancien
149,img_149,2582,0.6347046729164592,2582,Matériel & accessoires
150,img_150,1940,0.34274618815320956,1940,Instrument musique
151,img_151,2280,0.7085711521129785,2280,Jeux vidéo
152,img_152,1920,0.9693679083587384,1920,Musique amplifiée
153,img_153,2905,0.9511093649063467,2905,Instruments musique
154,img_154,2220,0.2389837009350973,2220,Puériculture
155,img_155,1560,0.22171014514956464,1560,Photos
156,img_156,1280,0.25606864922440686,2582,Accessoires téléphones
157,img_157,2522,0.4695275253251459,2522,Équipement bébé
158,img_158,1300,0.5651050844028953,1300,Jeux vidéo ancien
159,img_159,1920,0.2937557555251309,1920,Musique amplifiée
160,img_160,1302,0.2824235830640601,2220,Jeux vidéo rétro
161,img_161,2280,0.9684492852081957,2280,Jeux vidéo
162,img_162,1302,0.3893632340448803,1302,Jeux vidéo rétro
163,img_163,2060,0.3045395139904994,2060,Articles soins
164,img_164,1140,0.33447365577258326,1140,TV
165,img_165,1300,0.46293965184433333,1300,Jeux vidéo ancien
166,img_166,2522,0.6573229568212794,2522,Équipement bébé
167,img_167,10,0.15936189123104702,10,Livres
168,img_168,2060,0.19771429688184144,1560,Articles soins
169,img_169,2705,0.6538144009014075,2280,Accessoires console
170,img_170,1300,0.770461513453538,1300,Jeux vidéo ancien
171,img_171,10,0.9657655447621111,10,Livres
172,img_172,1281,0.4097123763866791,1281,Téléphonie fixe
173,img_173,1140,0.46121539196200706,2060,TV
174,img_174,2905,0.4972985353629719,2905,Instruments musique
175,img_175,2220,0.18017864532204395,2060,Puériculture
176,img_176,50,0.22331833031101633,2583,Jouets & Jeux
177,img_177,1160,0.31555343455605656,1160,Électroménager
178,img_178,40,0.49096492138988973,40,DVD & Films
179,img_179,2522,0.6232415661231602,2522,Équipement bébé
180,img_180,10,0.6952307868715198,2403,Livres
181,img_181,40,0.268076125338301,40,DVD & Films
182,img_182,2522,0.23110902547393833,2522,Équipement bébé
183,img_183,2403,0.6997593193475594,2280,Livres en langues étrangères
184,img_184,1280,0.13612203517870128,1300,Accessoires téléphones
185,img_185,1560,0.22699545640260377,2582,Photos
186,img_186,1320,0.2295487294375939,1302,CD
187,img_187,1160,0.5321345399012056,1160,Électroménager
188,img_188,2585,0.34557938919707015,2585,Sports & Loisirs
189,img_189,1302,0.21132606860113087,2583,Jeux vidéo rétro
190,img_190,1300,0.3689420080982312,1300,Jeux vidéo ancien
191,img_191,1302,0.23390674404976955,1302,Jeux vidéo rétro
192,img_192,1302,0.19007480177551594,1281,Jeux vidéo rétro
193,img_193,1320,0.19849302458407891,1320,CD
194,img_194,2585,0.22044273985049181,40,Sports & Loisirs
195,img_195,1140,0.34270229444315764,1140,TV
196,img_196,2522,0.2375656362648679,40,Équipement bébé
197,img_197,2462,0.3709472068894048,2280,Fournitures bureau
198,img_198,2403,0.5940297829876033,2280,Livres en langues étrangères
199,img_199,40,0.17416789654825152,2403,DVD & Films
200,img_200,1302,0.2433433830956895,1560,Jeux vidéo rétro
201,img_201,1920,0.9041475289864648,1920,Musique amplifiée
202,img_202,2280,0.9017429953393288,2280,Jeux vidéo
203,img_203,1320,0.287048628610284,2583,CD
204,img_204,2582,0.17302737568676538,1280,Matériel & accessoires
205,img_205,2522,0.9160294055110247,2522,Équipement bébé
206,img_206,2060,0.5132290194816268,1920,Articles soins
207,img_207,2462,0.3259815551965357,50,Fournitures bureau
208,img_208,2582,0.557576817883182,1920,Matériel & accessoires
209,img_209,10,0.59527414343624,2403,Livres
210,img_210,1160,0.987657627712531,1160,Électroménager
211,img_211,2280,0.2802562672154161,2280,Jeux vidéo
212,img_212,50,0.4682050586034368,2583,Jouets & Jeux
213,img_213,1920,0.9241240901428338,1920,Musique amplifiée
214,img_214,1140,0.7371484616301265,1140,TV
215,img_215,1320,0.20276278462118394,2522,CD
216,img_216,40,0.35693017429347307,60,DVD & Films
217,img_217,2583,0.6370575116122278,2583,Articles sport
218,img_218,1280,0.3371890329663522,1280,Accessoires téléphones
219,img_219,1300,0.7242680219847375,1300,Jeux vidéo ancien
220,img_220,2220,0.3184540526486936,1560,Puériculture
221,img_221,50,0.4194389620044785,50,Jouets & Jeux
222,img_222,2705,0.4356133061938741,2403,Accessoires console
223,img_223,50,0.25076668953266046,1320,Jouets & Jeux
224,img_224,2905,0.5808223603981694,2905,Instruments musique
225,img_225,10,0.2328465032165206,1281,Livres
226,img_226,1300,0.4512798307691467,1300,Jeux vidéo ancien
227,img_227,2403,0.3701592436251329,2280,Livres en langues étrangères
228,img_228,1280,0.48589169481671984,1280,Accessoires téléphones
229,img_229,1302,0.15148050989203934,1300,Jeux vidéo rétro
230,img_230,2583,0.8467011823569032,2583,Articles sport
231,img_231,1560,0.43327994036934026,1560,Photos
232,img_232,2585,0.39382214100650453,1302,Sports & Loisirs
233,img_233,40,0.40731301979950696,40,DVD & Films
234,img_234,10,0.1336848552437735,2583,Livres
235,img_235,1560,0.16912252355202373,1560,Photos
236,img_236,60,0.5547811384693128,2462,Consoles
237,img_237,1300,0.5251177971360856,1300,Jeux vidéo ancien
238,img_238,2905,0.2473598179705967,1140,Instruments musique
239,img_239,1300,0.27876905165815413,1300,Jeux vidéo ancien
240,img_240,1920,0.9476278738027719,1920,Musique amplifiée
241,img_241,2462,0.3330738812878539,2403,Fournitures bureau
242,img_242,1300,0.2045138053639786,2905,Jeux vidéo ancien
243,img_243,1300,0.4789237231161893,1300,Jeux vidéo ancien
244,img_244,1302,0.29553466901803327,1302,Jeux vidéo rétro
245,img_245,1180,0.15782379395718016,2280,Décoration
246,img_246,1160,0.8305154460195167,1160,Électroménager
247,img_247,1940,0.8882970478670559,2585,Instrument musique
248,img_248,1560,0.8530899143238905,1560,Photos
249,img_249,2705,0.9482166652768916,2705,Accessoires console
250,img_250,1300,0.4371396760356867,1300,Jeux vidéo ancien
251,img_251,1560,0.6844678880814773,1560,Photos
252,img_252,40,0.7830839779258616,40,DVD & Films
253,img_253,2585,0.32658521749211333,2583,Sports & Loisirs
254,img_254,1281,0.17089963781748188,2462,Téléphonie fixe
255,img_255,2705,0.8726844526274129,2705,Accessoires console
256,img_256,2582,0.8437136878097957,2582,Matériel & accessoires
257,img_257,2705,0.29239397387115224,2705,Accessoires console
258,img_258,1281,0.22650390900038925,2403,Téléphonie fixe
259,img_259,2585,0.27370920557770306,2585,Sports & Loisirs
260,img_260,1280,0.5153315029472793,1280,Accessoires téléphones
261,img_261,1560,0.8314278868437526,1560,Photos
262,img_262,1302,0.21725702777330388,1140,Jeux vidéo rétro
263,img_263,1140,0.826361557337466,1140,TV
264,img_264,1280,0.1408654030842087,2522,Accessoires téléphones
265,img_265,2522,0.15009976599413752,2522,Équipement bébé
266,img_266,10,0.4383883222193187,2280,Livres
267,img_267,2705,0.8014458217254722,2705,Accessoires console
268,img_268,2583,0.9198537553848269,2583,Articles sport
269,img_269,10,0.5949737805797738,2403,Livres
270,img_270,2462,0.9180274424993689,2462,Fournitures bureau
271,img_271,2220,0.20360491119139715,40,Puériculture
272,img_272,1160,0.4996957101667328,1280,Électroménager
273,img_273,40,0.22452561057088105,10,DVD & Films
274,img_274,2462,0.3651932721525681,1160,Fournitures bureau
275,img_275,1920,0.9508801360281551,1920,Musique amplifiée
276,img_276,1280,0.19947379870079335,1281,Accessoires téléphones
277,img_277,10,0.4659864224163469,10,Livres
278,img_278,2060,0.4712887779076808,2060,Articles soins
279,img_279,2060,0.11741685854738826,2060,Articles soins
280,img_280,50,0.7016169135969006,50,Jouets & Jeux
281,img_281,2582,0.23048447686995954,1320,Matériel & accessoires
282,img_282,1300,0.13136088844060528,1300,Jeux vidéo ancien
283,img_283,2583,0.2703801379809677,2583,Articles sport
284,img_284,2060,0.35837285108755174,2583,Articles soins
285,img_285,1320,0.2679650608796145,1920,CD
286,img_286,2403,0.7203081885075416,2403,Livres en langues étrangères
287,img_287,1320,0.5283444665798301,1320,CD
288,img_288,50,0.30044726996413534,1300,Jouets & Jeux
289,img_289,60,0.7379519353392402,60,Consoles
290,img_290,10,0.3894850122348663,10,Livres
291,img_291,2280,0.37958727777311657,2280,Jeux vidéo
292,img_292,1281,0.3130612182513723,1281,Téléphonie fixe
293,img_293,2905,0.6232554877442921,2905,Instruments musique
294,img_294,2522,0.6571988146181947,2522,Équipement bébé
295,img_295,2280,0.6624645535915801,2280,Jeux vidéo
296,img_296,1280,0.2655372568547634,1280,Accessoires téléphones
297,img_297,2462,0.5113939843192623,2462,Fournitures bureau
298,img_298,1281,0.2582303724203453,1281,Téléphonie fixe
299,img_299,2403,0.19817687930377226,2705,Livres en langues étrangères
300,img_300,1280,0.21718828793344908,1280,Accessoires téléphones
301,img_301,2583,0.5332590851731001,2583,Articles sport
302,img_302,1280,0.8739006268396617,1280,Accessoires téléphones
303,img_303,2582,0.2333708179701167,2060,Matériel & accessoires
304,img_304,1560,0.2778957772344357,1560,Photos
305,img_305,1300,0.6844551681934067,1300,Jeux vidéo ancien
306,img_306,2905,0.8971163178768276,2905,Instruments musique
307,img_307,2583,0.9198537553848269,2583,Articles sport
308,img_308,1560,0.4690772615222236,1560,Photos
309,img_309,2060,0.15785809635512646,1300,Articles soins
310,img_310,2060,0.2544558317508493,1280,Articles soins
311,img_311,1920,0.7776459925700283,1920,Musique amplifiée
312,img_312,2280,0.4188039960066028,2280,Jeux vidéo
313,img_313,1280,0.5392276051436539,1320,Accessoires téléphones
314,img_314,2060,0.6837566903627367,2060,Articles soins
315,img_315,40,0.7440609496335032,40,DVD & Films
316,img_316,1560,0.7884359063409836,1560,Photos
317,img_317,1300,0.5977958746803399,1300,Jeux vidéo ancien
318,img_318,1560,0.3910565821384551,2583,Photos
319,img_319,1560,0.3025192704958813,2583,Photos
320,img_320,1160,0.9374229803332353,1160,Électroménager
321,img_321,2522,0.5178268879664256,2522,Équipement bébé
322,img_322,2280,0.5243292321934983,2403,Jeux vidéo
323,img_323,40,0.5730449071772327,2280,DVD & Films
324,img_324,1940,0.25810288193991787,2522,Instrument musique
325,img_325,2705,0.4284593129358651,2705,Accessoires console
326,img_326,2582,0.15203046783900953,2060,Matériel & accessoires
327,img_327,50,0.17918169994059716,2522,Jouets & Jeux
328,img_328,1300,0.24146903551155685,1140,Jeux vidéo ancien
329,img_329,2585,0.2934331605979892,2585,Sports & Loisirs
330,img_330,2582,0.18608650257409995,1560,Matériel & accessoires
331,img_331,2583,0.733495899926139,2583,Articles sport
332,img_332,2705,0.7922462208551794,2705,Accessoires console
333,img_333,2522,0.37924823754985654,2403,Équipement bébé
334,img_334,40,0.5195152924317405,40,DVD & Films
335,img_335,1920,0.9351583277571923,1920,Musique amplifiée
336,img_336,2583,0.6330782577954885,2583,Articles sport
337,img_337,40,0.37510379593266535,2403,DVD & Films
338,img_338,1302,0.6243083812058242,1280,Jeux vidéo rétro
339,img_339,1560,0.3280325696336753,1320,Photos
340,img_340,2583,0.24237287082918624,2582,Articles sport
341,img_341,2280,0.44486939048491414,2280,Jeux vidéo
342,img_342,2583,0.3830536398618734,2583,Articles sport
343,img_343,2522,0.9489176842444166,2522,Équipement bébé
344,img_344,2220,0.9228927227263215,2220,Puériculture
345,img_345,1920,0.9212547640696764,1920,Musique amplifiée
346,img_346,2522,0.38298571736323866,2522,Équipement bébé
347,img_347,1180,0.10417638713708156,2583,Décoration
348,img_348,2705,0.7347389184134421,2280,Accessoires console
349,img_349,1560,0.18779717077544866,1560,Photos
350,img_350,1302,0.23899093477693745,1920,Jeux vidéo rétro
351,img_351,1560,0.39065458156035526,1560,Photos
352,img_352,2522,0.7372148090719878,1280,Équipement bébé
353,img_353,2403,0.4070639793681038,10,Livres en langues étrangères
354,img_354,2522,0.44373092169351835,1560,Équipement bébé
355,img_355,2280,0.3162531565805822,2403,Jeux vidéo
356,img_356,1300,0.45280756537503325,1300,Jeux vidéo ancien
357,img_357,2585,0.2719814180341433,2583,Sports & Loisirs
358,img_358,1160,0.3585787839187443,1160,Électroménager
359,img_359,2583,0.6353168301159996,2583,Articles sport
360,img_360,2522,0.9737681814586003,2522,Équipement bébé
361,img_361,2585,0.2309658949738519,2583,Sports & Loisirs
362,img_362,40,0.5719085794787081,40,DVD & Films
363,img_363,1940,0.2089782059189729,2583,Instrument musique
364,img_364,50,0.16998242824050838,1320,Jouets & Jeux
365,img_365,1140,0.3133803578662625,1180,TV
366,img_366,2060,0.14474846814183753,1560,Articles soins
367,img_367,40,0.39166843309946064,2522,DVD & Films
368,img_368,1302,0.2995638319364721,2583,Jeux vidéo rétro
369,img_369,2705,0.5560286355106003,2705,Accessoires console
370,img_370,1940,0.8174594899953276,1320,Instrument musique
371,img_371,2522,0.21832222415312597,1320,Équipement bébé
372,img_372,1300,0.3794256579365721,2585,Jeux vidéo ancien
373,img_373,2060,0.4235726172041177,2585,Articles soins
374,img_374,2705,0.7668023081416298,2705,Accessoires console
375,img_375,10,0.13414797537291512,10,Livres
376,img_376,2280,0.8186720650713095,2280,Jeux vidéo
377,img_377,1560,0.2994866990758627,1560,Photos
378,img_378,60,0.6681066952793586,50,Consoles
379,img_379,1280,0.21540956942470602,2060,Accessoires téléphones
380,img_380,2403,0.5793646995969555,2403,Livres en langues étrangères
381,img_381,40,0.2515119110871548,2280,DVD & Films
382,img_382,1160,0.7595209215626455,1160,Électroménager
383,img_383,50,0.2832300201193145,1300,Jouets & Jeux
384,img_384,1560,0.5856451556861793,1560,Photos
385,img_385,1302,0.3090527528105811,1302,Jeux vidéo rétro
386,img_386,1320,0.2898691023983205,1320,CD
387,img_387,2522,0.3515832993140957,2522,Équipement bébé
388,img_388,2522,0.9516093622947699,2522,Équipement bébé
389,img_389,10,0.21888990002072298,2060,Livres
390,img_390,1920,0.9704359981087355,1920,Musique amplifiée
391,img_391,2522,0.1949763146869387,1281,Équipement bébé
392,img_392,2522,0.4002218846155864,2060,Équipement bébé
393,img_393,1320,0.3443584161695251,2582,CD
394,img_394,2462,0.6122724055166353,2462,Fournitures bureau
395,img_395,2522,0.18271276740197095,2522,Équipement bébé
396,img_396,40,0.23086612192414543,2522,DVD & Films
397,img_397,10,0.6361720870636465,10,Livres
398,img_398,1280,0.2153195198493547,1280,Accessoires téléphones
399,img_399,50,0.849341312240371,50,Jouets & Jeux
400,img_400,2060,0.2041624236847857,1560,Articles soins
401,img_401,1300,0.5784722370648099,1300,Jeux vidéo ancien
402,img_402,1160,0.8695094628679865,1160,Électroménager
403,img_403,50,0.4467939836938828,1300,Jouets & Jeux
404,img_404,2522,0.22684848755538398,2522,Équipement bébé
405,img_405,1301,0.8892790357512044,1301,Consoles rétro
406,img_406,2220,0.4637129567227483,2220,Puériculture
407,img_407,2585,0.14915140338609106,2583,Sports & Loisirs
408,img_408,1140,0.823084240371488,1140,TV
409,img_409,1560,0.461185648820549,2060,Photos
410,img_410,1940,0.21511433375653424,1160,Instrument musique
411,img_411,2403,0.4558488478449013,2403,Livres en langues étrangères
412,img_412,60,0.4845254253766405,2522,Consoles
413,img_413,2060,0.2971600244311149,1560,Articles soins
414,img_414,1300,0.3139975812707621,1300,Jeux vidéo ancien
415,img_415,2403,0.2872389478842014,2403,Livres en langues étrangères
416,img_416,2403,0.8918957877432653,2403,Livres en langues étrangères
417,img_417,2583,0.5579115819980799,2583,Articles sport
418,img_418,2582,0.17460913929274663,1300,Matériel & accessoires
419,img_419,2060,0.1664727791156462,2585,Articles soins
420,img_420,2585,0.12530411627296142,1320,Sports & Loisirs
421,img_421,2585,0.25884052392189205,1560,Sports & Loisirs
422,img_422,1920,0.970092547039422,1920,Musique amplifiée
423,img_423,1560,0.3315938724387742,2583,Photos
424,img_424,40,0.522145679203288,2403,DVD & Films
425,img_425,1920,0.9443727160283251,1920,Musique amplifiée
426,img_426,1302,0.2926247647394497,1302,Jeux vidéo rétro
427,img_427,2403,0.7266179736322642,2403,Livres en langues étrangères
428,img_428,2403,0.4191975466270241,2403,Livres en langues étrangères
429,img_429,2462,0.3278108551195508,2462,Fournitures bureau
430,img_430,1920,0.9403101393445735,1920,Musique amplifiée
431,img_431,1320,0.24521501910956342,2583,CD
432,img_432,2582,0.2598041656771489,2060,Matériel & accessoires
433,img_433,2705,0.902626286344405,2705,Accessoires console
434,img_434,1302,0.20864602238923743,2582,Jeux vidéo rétro
435,img_435,2585,0.23606949756698975,1560,Sports & Loisirs
436,img_436,2705,0.5422776257198805,2705,Accessoires console
437,img_437,2705,0.9781408677993865,2705,Accessoires console
438,img_438,10,0.6287698628263441,10,Livres
439,img_439,50,0.2080822639523295,50,Jouets & Jeux
440,img_440,2705,0.8024120797718056,2280,Accessoires console
441,img_441,1280,0.7024761279377433,1280,Accessoires téléphones
442,img_442,2060,0.1337852584888492,2060,Articles soins
443,img_443,1300,0.7307600783597921,1300,Jeux vidéo ancien
444,img_444,1940,0.44728000194201595,1940,Instrument musique
445,img_445,2582,0.20769522463877196,1320,Matériel & accessoires
446,img_446,2403,0.37612936596562685,2403,Livres en langues étrangères
447,img_447,2582,0.7580716270941381,2582,Matériel & accessoires
448,img_448,2585,0.20138433928285074,1560,Sports & Loisirs
449,img_449,10,0.6680187902041131,10,Livres
450,img_450,1140,0.8035936723897422,1140,TV
451,img_451,2060,0.7277586054218629,2060,Articles soins
452,img_452,1920,0.8641273014576795,1920,Musique amplifiée
453,img_453,2522,0.1797811751369335,2582,Équipement bébé
454,img_454,1300,0.32786315779370134,1300,Jeux vidéo ancien
455,img_455,1920,0.7645768443217178,1920,Musique amplifiée
456,img_456,1300,0.45057557581721,1300,Jeux vidéo ancien
457,img_457,60,0.8251376152799292,60,Consoles
458,img_458,2522,0.22333932236388984,50,Équipement bébé
459,img_459,1281,0.18275155596932552,1302,Téléphonie fixe
460,img_460,2060,0.3015100585700104,2060,Articles soins
461,img_461,10,0.7529511692297953,10,Livres
462,img_462,2522,0.49401013157813106,2522,Équipement bébé
463,img_463,2583,0.28209594464505944,2583,Articles sport
464,img_464,2583,0.9512144576560732,2583,Articles sport
465,img_465,1140,0.4373752873922773,1320,TV
466,img_466,2583,0.9429813015131987,2583,Articles sport
467,img_467,1300,0.5192480577618238,1300,Jeux vidéo ancien
468,img_468,1920,0.4547183459227376,1920,Musique amplifiée
469,img_469,1302,0.16855137268564666,2583,Jeux vidéo rétro
470,img_470,1140,0.20316820413589393,1140,TV
471,img_471,1300,0.22421528743209748,1280,Jeux vidéo ancien
472,img_472,2583,0.7086726072373689,2583,Articles sport
473,img_473,2280,0.5298006784885707,2280,Jeux vidéo
474,img_474,2522,0.9497038393063959,2522,Équipement bébé
475,img_475,40,0.8174477930121515,40,DVD & Films
476,img_476,2403,0.2649550926155246,2403,Livres en langues étrangères
477,img_477,2905,0.698979402731308,2905,Instruments musique
478,img_478,2522,0.31386055344157315,2522,Équipement bébé
479,img_479,60,0.8626367067228161,60,Consoles
480,img_480,1140,0.20442795486436016,1302,TV
481,img_481,1300,0.2255434577626527,1300,Jeux vidéo ancien
482,img_482,1302,0.15998222194243872,2060,Jeux vidéo rétro
483,img_483,1300,0.24288969347195524,2585,Jeux vidéo ancien
484,img_484,2462,0.7450637665368427,2462,Fournitures bureau
485,img_485,1320,0.40930100331091523,1320,CD
486,img_486,2705,0.6264208704036545,2705,Accessoires console
487,img_487,1302,0.12037809800661096,1280,Jeux vidéo rétro
