original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
49,img_49,1280,0.6365238702159772,1280,Accessoires téléphones
50,img_50,40,0.9916660678468985,40,DVD & Films
51,img_51,2705,0.9999162654917918,2705,Accessoires console
52,img_52,1302,0.283430179921464,1560,Jeux vidéo rétro
53,img_53,2403,0.9970763840813046,2403,Livres en langues étrangères
54,img_54,2582,0.9565727718120717,2582,Matériel & accessoires
55,img_55,60,0.4292900897970454,1160,Consoles
56,img_56,2582,0.42252361412023565,1302,Matériel & accessoires
57,img_57,60,0.8282054940758055,60,Consoles
58,img_58,2905,0.9998976868752972,2905,Instruments musique
59,img_59,40,0.6725870813430926,40,DVD & Films
60,img_60,2583,0.9999148541251524,2583,Articles sport
61,img_61,1280,0.1669745026586999,2403,Accessoires téléphones
62,img_62,1180,0.522346176507624,1281,Décoration
63,img_63,2583,0.3650587924174113,1560,Articles sport
64,img_64,2583,0.5090989708620084,2583,Articles sport
65,img_65,2583,0.991988404718013,2583,Articles sport
66,img_66,1920,0.99006761348216,1920,Musique amplifiée
67,img_67,2060,0.9944178349915119,2060,Articles soins
68,img_68,2060,0.596365779127701,2585,Articles soins
69,img_69,1320,0.8930012915568507,1320,CD
70,img_70,1920,0.9998612546106806,1920,Musique amplifiée
71,img_71,2060,0.5336446802542455,2583,Articles soins
72,img_72,1280,0.957019320790721,1920,Accessoires téléphones
73,img_73,2705,0.9938980116367013,2705,Accessoires console
74,img_74,10,0.7835206928497888,2280,Livres
75,img_75,1320,0.9360830419630931,1320,CD
76,img_76,2583,0.9993119987975295,2583,Articles sport
77,img_77,2585,0.702769123745581,2583,Sports & Loisirs
78,img_78,2522,0.9578560503078414,2522,Équipement bébé
79,img_79,40,0.9856616756233565,40,DVD & Films
80,img_80,2583,0.8542818323573924,2583,Articles sport
81,img_81,2280,0.6275678811232606,10,Jeux vidéo
82,img_82,1560,0.9282636467866989,1560,Photos
83,img_83,2280,0.8041803367844284,2280,Jeux vidéo
84,img_84,1301,0.22811871696312555,2522,Consoles rétro
85,img_85,1300,0.9935637606903994,1300,Jeux vidéo ancien
86,img_86,1920,0.9967471375227568,1920,Musique amplifiée
87,img_87,1560,0.21444180623852566,1300,Photos
88,img_88,2403,0.37903092627825324,1160,Livres en langues étrangères
89,img_89,2403,0.9470726888464379,2403,Livres en langues étrangères
90,img_90,2403,0.9833977861269793,2403,Livres en langues étrangères
91,img_91,1300,0.9963352764889538,1280,Jeux vidéo ancien
92,img_92,2583,0.7764781369429476,2583,Articles sport
93,img_93,1560,0.7332220668161469,1560,Photos
94,img_94,2585,0.8671336040519568,1301,Sports & Loisirs
95,img_95,2462,0.43532329220509464,2462,Fournitures bureau
96,img_96,1560,0.9864581453399256,1560,Photos
97,img_97,2522,0.7254690448361094,2522,Équipement bébé
98,img_98,1301,0.9392923324042045,1301,Consoles rétro
99,img_99,2582,0.6035427126938137,2582,Matériel & accessoires
100,img_100,2522,0.876879565385627,2522,Équipement bébé
101,img_101,2583,0.42140924474114255,1320,Articles sport
102,img_102,1281,0.4126646005685442,1280,Téléphonie fixe
103,img_103,1320,0.8955246728385443,1320,CD
104,img_104,1920,0.9964419736158284,1920,Musique amplifiée
105,img_105,50,0.8814326951588732,50,Jouets & Jeux
106,img_106,50,0.45155307016262797,2583,Jouets & Jeux
107,img_107,1160,0.9980603389651223,1160,Électroménager
108,img_108,1940,0.9321276579740828,1940,Instrument musique
109,img_109,2905,0.9017340758340913,2905,Instruments musique
110,img_110,1302,0.7915337527887519,1302,Jeux vidéo rétro
111,img_111,2462,0.6820879897799323,2280,Fournitures bureau
112,img_112,1281,0.7104456639002527,1281,Téléphonie fixe
113,img_113,2583,0.9982719128922547,2583,Articles sport
114,img_114,2403,0.6012040492925698,1281,Livres en langues étrangères
115,img_115,2220,0.9979818595334463,2220,Puériculture
116,img_116,1300,0.9936132449476996,1300,Jeux vidéo ancien
117,img_117,1140,0.9961535928819292,1140,TV
118,img_118,1300,0.40354196722364427,1300,Jeux vidéo ancien
119,img_119,10,0.9536903814730301,2705,Livres
120,img_120,2220,0.23481678929348407,2522,Puériculture
121,img_121,1320,0.9960149481659238,1320,CD
122,img_122,2583,0.9891735419111801,2583,Articles sport
123,img_123,1300,0.9989879714075687,1300,Jeux vidéo ancien
124,img_124,2583,0.999777599860843,2583,Articles sport
125,img_125,1300,0.2464078782019111,1300,Jeux vidéo ancien
126,img_126,1140,0.9953169908761393,1140,TV
127,img_127,1300,0.9769459546743652,1300,Jeux vidéo ancien
128,img_128,1160,0.9986356220896393,1160,Électroménager
129,img_129,2280,0.9999728125175577,2280,Jeux vidéo
130,img_130,1160,0.9797368298782213,1160,Électroménager
131,img_131,2583,0.9948103473525016,2583,Articles sport
132,img_132,2060,0.740034668419368,1560,Articles soins
133,img_133,1920,0.9955776140466556,1920,Musique amplifiée
134,img_134,2060,0.8948430488972879,2060,Articles soins
135,img_135,2522,0.8057562303053416,2585,Équipement bébé
136,img_136,1140,0.6370720077257115,1280,TV
137,img_137,1140,0.48646201776761283,1140,TV
138,img_138,1301,0.9989864188393566,1301,Consoles rétro
139,img_139,60,0.9977521579324222,60,Consoles
140,img_140,2280,0.9863625250302963,2280,Jeux vidéo
141,img_141,2403,0.21774859810528416,2280,Livres en langues étrangères
142,img_142,40,0.9563558995047847,60,DVD & Films
143,img_143,1320,0.9341301272554556,1560,CD
144,img_144,10,0.744885386457483,2280,Livres
145,img_145,1300,0.9714551442893944,1280,Jeux vidéo ancien
146,img_146,1300,0.9304405476403369,1300,Jeux vidéo ancien
147,img_147,1160,0.9887249897839346,1160,Électroménager
148,img_148,50,0.522761355668899,1140,Jouets & Jeux
149,img_149,2582,0.9966433709183331,2582,Matériel & accessoires
150,img_150,1940,0.9748581422782334,1940,Instrument musique
151,img_151,2280,0.9954602848944588,2280,Jeux vidéo
152,img_152,1920,0.9980828627738059,1920,Musique amplifiée
153,img_153,2905,0.998879130621227,2905,Instruments musique
154,img_154,1320,0.6035429258369011,2220,CD
155,img_155,1560,0.9859609487326377,1560,Photos
156,img_156,1280,0.3333594896663301,2582,Accessoires téléphones
157,img_157,2522,0.9536979646897387,2522,Équipement bébé
158,img_158,1280,0.9887939978697828,1300,Accessoires téléphones
159,img_159,1920,0.6286899710470645,1920,Musique amplifiée
160,img_160,1302,0.572262238548885,2220,Jeux vidéo rétro
161,img_161,2280,0.9999348213858557,2280,Jeux vidéo
162,img_162,1302,0.9939719728123676,1302,Jeux vidéo rétro
163,img_163,2582,0.5068330254833338,2060,Matériel & accessoires
164,img_164,1140,0.9124226244515634,1140,TV
165,img_165,1300,0.99614110050253,1300,Jeux vidéo ancien
166,img_166,2522,0.9516280668707562,2522,Équipement bébé
167,img_167,10,0.5206307973373204,10,Livres
168,img_168,2060,0.34885118700681955,1560,Articles soins
169,img_169,2280,0.7588696197819379,2280,Jeux vidéo
170,img_170,1300,0.9945802836327001,1300,Jeux vidéo ancien
171,img_171,10,0.9997350958498019,10,Livres
172,img_172,1281,0.8337154093378355,1281,Téléphonie fixe
173,img_173,1140,0.8318433666631239,2060,TV
174,img_174,2905,0.9664529022014186,2905,Instruments musique
175,img_175,1300,0.27636436880614546,2060,Jeux vidéo ancien
176,img_176,2583,0.3686781716750463,2583,Articles sport
177,img_177,1160,0.8977817934696803,1160,Électroménager
178,img_178,40,0.9759340929912693,40,DVD & Films
179,img_179,2522,0.9312455325214546,2522,Équipement bébé
180,img_180,10,0.9818440137647413,2403,Livres
181,img_181,40,0.502584589961122,40,DVD & Films
182,img_182,2522,0.8827336772960164,2522,Équipement bébé
183,img_183,2403,0.9949047371629128,2280,Livres en langues étrangères
184,img_184,1280,0.2773295596664192,1300,Accessoires téléphones
185,img_185,50,0.3041789408744162,2582,Jouets & Jeux
186,img_186,1320,0.5273185697678785,1302,CD
187,img_187,1160,0.9965900597841413,1160,Électroménager
188,img_188,2585,0.6614188065238802,2585,Sports & Loisirs
189,img_189,1302,0.6792892897221577,2583,Jeux vidéo rétro
190,img_190,1300,0.9501575772252472,1300,Jeux vidéo ancien
191,img_191,1302,0.5195288418572415,1302,Jeux vidéo rétro
192,img_192,1280,0.23040621957315569,1281,Accessoires téléphones
193,img_193,2583,0.23751399562888365,1320,Articles sport
194,img_194,1281,0.27408030754158097,40,Téléphonie fixe
195,img_195,50,0.33997639111140376,1140,Jouets & Jeux
196,img_196,50,0.5263807239862954,40,Jouets & Jeux
197,img_197,2403,0.6468764290848251,2280,Livres en langues étrangères
198,img_198,2403,0.9180553104911297,2280,Livres en langues étrangères
199,img_199,40,0.7234897791381647,2403,DVD & Films
200,img_200,1140,0.7950146485749331,1560,TV
201,img_201,1920,0.9984906211854379,1920,Musique amplifiée
202,img_202,2280,0.9968157848287856,2280,Jeux vidéo
203,img_203,1320,0.8942881478244842,2583,CD
204,img_204,2582,0.14900313353227848,1280,Matériel & accessoires
205,img_205,2522,0.9988654555636388,2522,Équipement bébé
206,img_206,2060,0.9465992728498981,1920,Articles soins
207,img_207,2462,0.644167034046756,50,Fournitures bureau
208,img_208,2582,0.991430917408831,1920,Matériel & accessoires
209,img_209,10,0.6740498914137861,2403,Livres
210,img_210,1160,0.9998921511479436,1160,Électroménager
211,img_211,2280,0.3279807608034643,2280,Jeux vidéo
212,img_212,40,0.326392440704334,2583,DVD & Films
213,img_213,1920,0.9958132884990488,1920,Musique amplifiée
214,img_214,1140,0.9959409306959411,1140,TV
215,img_215,2522,0.5847256880728323,2522,Équipement bébé
216,img_216,40,0.506142936889608,60,DVD & Films
217,img_217,2583,0.9799592557391241,2583,Articles sport
218,img_218,1300,0.8623828722998352,1280,Jeux vidéo ancien
219,img_219,1300,0.9282830183110687,1300,Jeux vidéo ancien
220,img_220,1320,0.18853050688220757,1560,CD
221,img_221,50,0.6370040958602379,50,Jouets & Jeux
222,img_222,2705,0.8001721028918299,2403,Accessoires console
223,img_223,60,0.26305739614489265,1320,Consoles
224,img_224,2905,0.9991508298214973,2905,Instruments musique
225,img_225,1281,0.6092072649565683,1281,Téléphonie fixe
226,img_226,1300,0.9629488903113812,1300,Jeux vidéo ancien
227,img_227,2403,0.4178090733436945,2280,Livres en langues étrangères
228,img_228,1280,0.9730520756872697,1280,Accessoires téléphones
229,img_229,1280,0.47347183123886205,1300,Accessoires téléphones
230,img_230,2583,0.9934935632147839,2583,Articles sport
231,img_231,1560,0.9083454293223034,1560,Photos
232,img_232,2585,0.7550800414854242,1302,Sports & Loisirs
233,img_233,40,0.996439053501804,40,DVD & Films
234,img_234,2583,0.7755058493953537,2583,Articles sport
235,img_235,1560,0.8052624913686662,1560,Photos
236,img_236,60,0.947512846426233,2462,Consoles
237,img_237,1300,0.9137822262705769,1300,Jeux vidéo ancien
238,img_238,40,0.30316041180277564,1140,DVD & Films
239,img_239,1300,0.855915200924067,1300,Jeux vidéo ancien
240,img_240,1920,0.9988621070356926,1920,Musique amplifiée
241,img_241,2403,0.8645641016181523,2403,Livres en langues étrangères
242,img_242,1300,0.59006608012252,2905,Jeux vidéo ancien
243,img_243,1300,0.9893179920881259,1300,Jeux vidéo ancien
244,img_244,1302,0.7140678103056695,1302,Jeux vidéo rétro
245,img_245,40,0.4867382347420161,2280,DVD & Films
246,img_246,1160,0.998386872330581,1160,Électroménager
247,img_247,1940,0.9647440609049075,2585,Instrument musique
248,img_248,1560,0.9992139789077894,1560,Photos
249,img_249,2705,0.9987844217814263,2705,Accessoires console
250,img_250,1300,0.9612442725010693,1300,Jeux vidéo ancien
251,img_251,1560,0.9706849560548597,1560,Photos
252,img_252,40,0.9644195830258601,40,DVD & Films
253,img_253,2583,0.825087872133967,2583,Articles sport
254,img_254,60,0.2598328813694731,2462,Consoles
255,img_255,2705,0.9936053486695626,2705,Accessoires console
256,img_256,2582,0.9989185574243382,2582,Matériel & accessoires
257,img_257,2705,0.9986981074218483,2705,Accessoires console
258,img_258,2403,0.7353515758506167,2403,Livres en langues étrangères
259,img_259,2585,0.2791783913278012,2585,Sports & Loisirs
260,img_260,1280,0.6564861014349177,1280,Accessoires téléphones
261,img_261,1560,0.9960165938200731,1560,Photos
262,img_262,1302,0.3046800450258333,1140,Jeux vidéo rétro
263,img_263,1140,0.9952929706609229,1140,TV
264,img_264,1300,0.16078556098778968,2522,Jeux vidéo ancien
265,img_265,2522,0.45532230597935713,2522,Équipement bébé
266,img_266,10,0.6203364713807953,2280,Livres
267,img_267,2705,0.9963021155259058,2705,Accessoires console
268,img_268,2583,0.9992026348130835,2583,Articles sport
269,img_269,10,0.8130750193593137,2403,Livres
270,img_270,2462,0.9951609528534132,2462,Fournitures bureau
271,img_271,1320,0.2951689912920126,40,CD
272,img_272,1281,0.9543737190470915,1280,Téléphonie fixe
273,img_273,40,0.3988724705839485,10,DVD & Films
274,img_274,1160,0.4515287752424779,1160,Électroménager
275,img_275,1920,0.9994807890893843,1920,Musique amplifiée
276,img_276,1280,0.986699428490811,1281,Accessoires téléphones
277,img_277,10,0.8360596817036676,10,Livres
278,img_278,2060,0.8347890830681656,2060,Articles soins
279,img_279,2060,0.578320600996006,2060,Articles soins
280,img_280,50,0.9679377634982954,50,Jouets & Jeux
281,img_281,1560,0.676704992861136,1320,Photos
282,img_282,1280,0.23188655492203966,1300,Accessoires téléphones
283,img_283,2583,0.7370723705766138,2583,Articles sport
284,img_284,2060,0.9345217234881159,2583,Articles soins
285,img_285,1320,0.6873134494446419,1920,CD
286,img_286,2403,0.977913921316584,2403,Livres en langues étrangères
287,img_287,1320,0.9975752719223056,1320,CD
288,img_288,50,0.43008923903859936,1300,Jouets & Jeux
289,img_289,60,0.8269899081697365,60,Consoles
290,img_290,10,0.9847277663311758,10,Livres
291,img_291,2280,0.7923646591596297,2280,Jeux vidéo
292,img_292,1281,0.9710787626554235,1281,Téléphonie fixe
293,img_293,2905,0.9801799163656246,2905,Instruments musique
294,img_294,2522,0.9989570646269775,2522,Équipement bébé
295,img_295,2280,0.9931519691205404,2280,Jeux vidéo
296,img_296,1320,0.5951073375630035,1280,CD
297,img_297,2462,0.9442372858609287,2462,Fournitures bureau
298,img_298,40,0.7111949075921868,1281,DVD & Films
299,img_299,2403,0.717134783127701,2705,Livres en langues étrangères
300,img_300,1281,0.4905674694085404,1280,Téléphonie fixe
301,img_301,2583,0.9937629867304888,2583,Articles sport
302,img_302,1280,0.9991302104819094,1280,Accessoires téléphones
303,img_303,2060,0.48974835663871297,2060,Articles soins
304,img_304,1320,0.7018212831943675,1560,CD
305,img_305,1300,0.845903210442183,1300,Jeux vidéo ancien
306,img_306,2905,0.9990671651341976,2905,Instruments musique
307,img_307,2583,0.9992026348130835,2583,Articles sport
308,img_308,2582,0.7246918718422715,1560,Matériel & accessoires
309,img_309,1300,0.9869399371104752,1300,Jeux vidéo ancien
310,img_310,2060,0.7099434648831485,1280,Articles soins
311,img_311,1920,0.9852480391098115,1920,Musique amplifiée
312,img_312,2280,0.8936750837099342,2280,Jeux vidéo
313,img_313,1280,0.7400319836615133,1320,Accessoires téléphones
314,img_314,2060,0.9819584566318561,2060,Articles soins
315,img_315,40,0.9990776097840264,40,DVD & Films
316,img_316,1560,0.9981328812545218,1560,Photos
317,img_317,1300,0.9966237528565319,1300,Jeux vidéo ancien
318,img_318,1560,0.6924520453874168,2583,Photos
319,img_319,1560,0.31134711203241355,2583,Photos
320,img_320,1160,0.9999727484825425,1160,Électroménager
321,img_321,2522,0.7342120459848978,2522,Équipement bébé
322,img_322,2280,0.8570592399372834,2403,Jeux vidéo
323,img_323,2280,0.4885701776395441,2280,Jeux vidéo
324,img_324,60,0.3034665095803633,2522,Consoles
325,img_325,2705,0.6745334022455708,2705,Accessoires console
326,img_326,2060,0.7940175464002273,2060,Articles soins
327,img_327,50,0.47430463588748306,2522,Jouets & Jeux
328,img_328,1300,0.3636259762203766,1140,Jeux vidéo ancien
329,img_329,2585,0.5920053558993363,2585,Sports & Loisirs
330,img_330,2060,0.31057323995210157,1560,Articles soins
331,img_331,2583,0.9987691749304503,2583,Articles sport
332,img_332,2705,0.9612960833895063,2705,Accessoires console
333,img_333,2522,0.7739591985377284,2403,Équipement bébé
334,img_334,40,0.9736691533441061,40,DVD & Films
335,img_335,1920,0.9389760973320358,1920,Musique amplifiée
336,img_336,2583,0.6331619515361707,2583,Articles sport
337,img_337,10,0.6037630088715408,2403,Livres
338,img_338,1302,0.987527117339391,1280,Jeux vidéo rétro
339,img_339,2582,0.45213785232423287,1320,Matériel & accessoires
340,img_340,1300,0.2758542841390061,2582,Jeux vidéo ancien
341,img_341,2280,0.539161805160808,2280,Jeux vidéo
342,img_342,2583,0.9966903599060516,2583,Articles sport
343,img_343,2522,0.999582507287809,2522,Équipement bébé
344,img_344,2220,0.9956676487106975,2220,Puériculture
345,img_345,1920,0.9991828678073419,1920,Musique amplifiée
346,img_346,2522,0.9635259846423024,2522,Équipement bébé
347,img_347,2583,0.19789758587174497,2583,Articles sport
348,img_348,2705,0.9012797177938037,2280,Accessoires console
349,img_349,2582,0.5104805046981282,1560,Matériel & accessoires
350,img_350,1320,0.43600489527642594,1920,CD
351,img_351,1560,0.9847410407387258,1560,Photos
352,img_352,2522,0.9737446680834869,1280,Équipement bébé
353,img_353,10,0.7339420278096837,10,Livres
354,img_354,1281,0.3618786051578383,1560,Téléphonie fixe
355,img_355,2280,0.6872084889073763,2403,Jeux vidéo
356,img_356,1300,0.8312788475890313,1300,Jeux vidéo ancien
357,img_357,2585,0.5483652113752014,2583,Sports & Loisirs
358,img_358,1160,0.9645470243593128,1160,Électroménager
359,img_359,2583,0.9977154403961127,2583,Articles sport
360,img_360,2522,0.9998553891859059,2522,Équipement bébé
361,img_361,2583,0.6020854781004862,2583,Articles sport
362,img_362,40,0.9949097808064628,40,DVD & Films
363,img_363,2220,0.27856056786343436,2583,Puériculture
364,img_364,1320,0.48231120223327373,1320,CD
365,img_365,1140,0.7531891969293669,1180,TV
366,img_366,2585,0.23904164257660665,1560,Sports & Loisirs
367,img_367,40,0.9267193561995068,2522,DVD & Films
368,img_368,1302,0.48548012059064577,2583,Jeux vidéo rétro
369,img_369,2705,0.8331488095994868,2705,Accessoires console
370,img_370,1940,0.9994880233989366,1320,Instrument musique
371,img_371,2522,0.9110138410547235,1320,Équipement bébé
372,img_372,2585,0.8563897663999691,2585,Sports & Loisirs
373,img_373,2060,0.7371503274573094,2585,Articles soins
374,img_374,2705,0.9883357633198793,2705,Accessoires console
375,img_375,10,0.18971453371351535,10,Livres
376,img_376,2280,0.9980278643686513,2280,Jeux vidéo
377,img_377,1560,0.7754066303321107,1560,Photos
378,img_378,60,0.5777256180722989,50,Consoles
379,img_379,1281,0.549809190139098,2060,Téléphonie fixe
380,img_380,2403,0.9965986946417366,2403,Livres en langues étrangères
381,img_381,2403,0.4946947562091359,2280,Livres en langues étrangères
382,img_382,1160,0.9645138702383612,1160,Électroménager
383,img_383,50,0.5031362642620234,1300,Jouets & Jeux
384,img_384,1560,0.8758631842867499,1560,Photos
385,img_385,1302,0.9699040898542204,1302,Jeux vidéo rétro
386,img_386,1300,0.7681570931920365,1320,Jeux vidéo ancien
387,img_387,2522,0.973632872280161,2522,Équipement bébé
388,img_388,2522,0.9975970239379603,2522,Équipement bébé
389,img_389,2462,0.6098111121449501,2060,Fournitures bureau
390,img_390,1920,0.9972518867737694,1920,Musique amplifiée
391,img_391,1560,0.6059210689952661,1281,Photos
392,img_392,1320,0.33130335837178965,2060,CD
393,img_393,1320,0.9707296416306901,2582,CD
394,img_394,2462,0.966605094623933,2462,Fournitures bureau
395,img_395,2522,0.4876501620068379,2522,Équipement bébé
396,img_396,2280,0.3309364034466832,2522,Jeux vidéo
397,img_397,2403,0.6590075089014362,10,Livres en langues étrangères
398,img_398,1280,0.8364828851543622,1280,Accessoires téléphones
399,img_399,50,0.9955311945852852,50,Jouets & Jeux
400,img_400,2060,0.15774155330465714,1560,Articles soins
401,img_401,1300,0.7490212658326492,1300,Jeux vidéo ancien
402,img_402,1160,0.9968076708547287,1160,Électroménager
403,img_403,1300,0.5073655407418827,1300,Jeux vidéo ancien
404,img_404,2522,0.857935716485736,2522,Équipement bébé
405,img_405,1301,0.9988019871362636,1301,Consoles rétro
406,img_406,2220,0.775627967384389,2220,Puériculture
407,img_407,2583,0.3071884229685618,2583,Articles sport
408,img_408,1140,0.9673589406482829,1140,TV
409,img_409,2582,0.8551822739041982,2060,Matériel & accessoires
410,img_410,1160,0.2526304218799223,1160,Électroménager
411,img_411,2403,0.6550995574542905,2403,Livres en langues étrangères
412,img_412,60,0.30331937226509637,2522,Consoles
413,img_413,2060,0.4815928408729384,1560,Articles soins
414,img_414,1300,0.9440327866505807,1300,Jeux vidéo ancien
415,img_415,2403,0.8553398027115806,2403,Livres en langues étrangères
416,img_416,2403,0.9843570543372516,2403,Livres en langues étrangères
417,img_417,2583,0.8200895123749822,2583,Articles sport
418,img_418,1300,0.3343780952295325,1300,Jeux vidéo ancien
419,img_419,1560,0.5105178849767856,2585,Photos
420,img_420,2585,0.34224163904871907,1320,Sports & Loisirs
421,img_421,1300,0.3381291727962753,1560,Jeux vidéo ancien
422,img_422,1920,0.9994527818864006,1920,Musique amplifiée
423,img_423,2582,0.27438581850199867,2583,Matériel & accessoires
424,img_424,2280,0.6412464481940109,2403,Jeux vidéo
425,img_425,1920,0.9989076481922947,1920,Musique amplifiée
426,img_426,1302,0.8729945037527351,1302,Jeux vidéo rétro
427,img_427,2403,0.9990185312285813,2403,Livres en langues étrangères
428,img_428,2060,0.7731744038581274,2403,Articles soins
429,img_429,2462,0.8625208876048982,2462,Fournitures bureau
430,img_430,1920,0.9958241431230307,1920,Musique amplifiée
431,img_431,1320,0.5063613384034276,2583,CD
432,img_432,2582,0.3997036535507818,2060,Matériel & accessoires
433,img_433,2705,0.9993613554109764,2705,Accessoires console
434,img_434,2582,0.7106711652456909,2582,Matériel & accessoires
435,img_435,2582,0.3910944791461309,1560,Matériel & accessoires
436,img_436,2705,0.9707145471252902,2705,Accessoires console
437,img_437,2705,0.9997298158996033,2705,Accessoires console
438,img_438,10,0.9914706042325159,10,Livres
439,img_439,50,0.5133486055709977,50,Jouets & Jeux
440,img_440,2280,0.9570263848832811,2280,Jeux vidéo
441,img_441,1280,0.9980519525582078,1280,Accessoires téléphones
442,img_442,2060,0.2817110134448215,2060,Articles soins
443,img_443,1300,0.9305883693104816,1300,Jeux vidéo ancien
444,img_444,1940,0.6233701616464556,1940,Instrument musique
445,img_445,2582,0.7322140520698431,1320,Matériel & accessoires
446,img_446,2403,0.9624842853237635,2403,Livres en langues étrangères
447,img_447,2582,0.9925728994626162,2582,Matériel & accessoires
448,img_448,2585,0.3015514881433214,1560,Sports & Loisirs
449,img_449,10,0.9717537270238943,10,Livres
450,img_450,1140,0.9998406545390603,1140,TV
451,img_451,2060,0.9991491961202121,2060,Articles soins
452,img_452,1920,0.9991102639107359,1920,Musique amplifiée
453,img_453,2522,0.27362051043433805,2582,Équipement bébé
454,img_454,1300,0.9004433429164509,1300,Jeux vidéo ancien
455,img_455,1920,0.9913444642872835,1920,Musique amplifiée
456,img_456,1300,0.9914280569063239,1300,Jeux vidéo ancien
457,img_457,60,0.9992995856505944,60,Consoles
458,img_458,2522,0.43137060976350344,50,Équipement bébé
459,img_459,1281,0.30008765727228104,1302,Téléphonie fixe
460,img_460,2060,0.5983520599974276,2060,Articles soins
461,img_461,10,0.9796278571172802,10,Livres
462,img_462,2522,0.7248936137237337,2522,Équipement bébé
463,img_463,2583,0.33064348424422935,2583,Articles sport
464,img_464,2583,0.9996435970531905,2583,Articles sport
465,img_465,1140,0.9855056490206688,1320,TV
466,img_466,2583,0.9997338173623405,2583,Articles sport
467,img_467,1300,0.8217864526350389,1300,Jeux vidéo ancien
468,img_468,1920,0.7285378864781993,1920,Musique amplifiée
469,img_469,2583,0.44463924207466077,2583,Articles sport
470,img_470,1160,0.2583689248122633,1140,Électroménager
471,img_471,1280,0.33150729085180014,1280,Accessoires téléphones
472,img_472,2583,0.9460636037459484,2583,Articles sport
473,img_473,2280,0.7586945330271266,2280,Jeux vidéo
474,img_474,2522,0.9982223668157245,2522,Équipement bébé
475,img_475,40,0.9958745386833971,40,DVD & Films
476,img_476,2403,0.6694221200867556,2403,Livres en langues étrangères
477,img_477,2905,0.9069962107305384,2905,Instruments musique
478,img_478,2522,0.8780385633375412,2522,Équipement bébé
479,img_479,60,0.9466668300437698,60,Consoles
480,img_480,2060,0.2373311897814024,1302,Articles soins
481,img_481,1302,0.552946681514566,1300,Jeux vidéo rétro
482,img_482,1320,0.28140994839443656,2060,CD
483,img_483,2585,0.824477499451842,2585,Sports & Loisirs
484,img_484,2462,0.999699722015467,2462,Fournitures bureau
485,img_485,1320,0.6802963954418012,1320,CD
486,img_486,2705,0.9971620065873945,2705,Accessoires console
487,img_487,2522,0.2525219722846193,1280,Équipement bébé
488,img_488,2705,0.8077907120549965,2705,Accessoires console
