original_index,imageid,predicted_category,prediction_probability,true_category,predicted_category_name
135,img_135,2522,0.81147075,2585,Équipement bébé
136,img_136,1140,0.46641862,1280,TV
137,img_137,1140,0.41187277,1140,TV
138,img_138,1301,0.9944318,1301,Consoles rétro
139,img_139,60,0.97436947,60,Consoles
140,img_140,2280,0.8788414,2280,Jeux vidéo
141,img_141,2403,0.34742948,2280,Livres en langues étrangères
142,img_142,40,0.6410665,60,DVD & Films
143,img_143,1320,0.8159446,1560,CD
144,img_144,10,0.6633473,2280,Livres
145,img_145,1300,0.88451535,1280,Jeux vidéo ancien
146,img_146,1300,0.85665697,1300,Jeux vidéo ancien
147,img_147,1160,0.9724348,1160,Électroménager
148,img_148,50,0.43288714,1140,Jouets & Jeux
149,img_149,2582,0.9901911,2582,Matériel & accessoires
150,img_150,1940,0.9068395,1940,Instrument musique
151,img_151,2280,0.99482155,2280,Jeux vidéo
152,img_152,1920,0.9945686,1920,Musique amplifiée
153,img_153,2905,0.9986389,2905,Instruments musique
154,img_154,1320,0.2522879,2220,CD
155,img_155,1560,0.9536508,1560,Photos
156,img_156,1280,0.30245706,2582,Accessoires téléphones
157,img_157,2522,0.881759,2522,Équipement bébé
158,img_158,1280,0.95742387,1300,Accessoires téléphones
159,img_159,2060,0.5276303,1920,Articles soins
160,img_160,1302,0.6477776,2220,Jeux vidéo rétro
161,img_161,2280,0.9989994,2280,Jeux vidéo
162,img_162,1302,0.97753805,1302,Jeux vidéo rétro
163,img_163,2060,0.2797381,2060,Articles soins
164,img_164,1140,0.603224,1140,TV
165,img_165,1300,0.9730656,1300,Jeux vidéo ancien
166,img_166,2522,0.9391252,2522,Équipement bébé
167,img_167,10,0.48701265,10,Livres
168,img_168,2060,0.24290094,1560,Articles soins
169,img_169,2705,0.5818628,2280,Accessoires console
170,img_170,1300,0.90055174,1300,Jeux vidéo ancien
171,img_171,10,0.9992176,10,Livres
172,img_172,1281,0.57520163,1281,Téléphonie fixe
173,img_173,1140,0.8493751,2060,TV
174,img_174,2905,0.4725512,2905,Instruments musique
175,img_175,1302,0.24313295,2060,Jeux vidéo rétro
176,img_176,2583,0.35657868,2583,Articles sport
177,img_177,1160,0.9767968,1160,Électroménager
178,img_178,40,0.85394496,40,DVD & Films
179,img_179,2522,0.7092842,2522,Équipement bébé
180,img_180,10,0.8939803,2403,Livres
181,img_181,2462,0.3397411,40,Fournitures bureau
182,img_182,1302,0.34426147,2522,Jeux vidéo rétro
183,img_183,2403,0.94135666,2280,Livres en langues étrangères
184,img_184,1280,0.2403485,1300,Accessoires téléphones
185,img_185,50,0.3669853,2582,Jouets & Jeux
186,img_186,1302,0.43366826,1302,Jeux vidéo rétro
187,img_187,1160,0.9881734,1160,Électroménager
188,img_188,2585,0.54483336,2585,Sports & Loisirs
189,img_189,1302,0.8570904,2583,Jeux vidéo rétro
190,img_190,1300,0.9529621,1300,Jeux vidéo ancien
191,img_191,1300,0.4098265,1302,Jeux vidéo ancien
192,img_192,1302,0.23320276,1281,Jeux vidéo rétro
193,img_193,1320,0.18318376,1320,CD
194,img_194,2585,0.42925566,40,Sports & Loisirs
195,img_195,1140,0.43242887,1140,TV
196,img_196,2522,0.34319863,40,Équipement bébé
197,img_197,2462,0.5505695,2280,Fournitures bureau
198,img_198,2403,0.8574454,2280,Livres en langues étrangères
199,img_199,40,0.44601348,2403,DVD & Films
200,img_200,1302,0.53954715,1560,Jeux vidéo rétro
201,img_201,1920,0.9956481,1920,Musique amplifiée
202,img_202,2280,0.9834079,2280,Jeux vidéo
203,img_203,1320,0.5960929,2583,CD
204,img_204,2585,0.5203106,1280,Sports & Loisirs
205,img_205,2522,0.9859525,2522,Équipement bébé
206,img_206,2060,0.6611234,1920,Articles soins
207,img_207,2462,0.8511104,50,Fournitures bureau
208,img_208,2582,0.73635113,1920,Matériel & accessoires
209,img_209,10,0.6784983,2403,Livres
210,img_210,1160,0.99818254,1160,Électroménager
211,img_211,2280,0.38106418,2280,Jeux vidéo
212,img_212,50,0.24405271,2583,Jouets & Jeux
213,img_213,1920,0.98493594,1920,Musique amplifiée
214,img_214,1140,0.96435344,1140,TV
215,img_215,2522,0.46534616,2522,Équipement bébé
216,img_216,40,0.5717785,60,DVD & Films
217,img_217,2583,0.9200674,2583,Articles sport
218,img_218,1280,0.463557,1280,Accessoires téléphones
219,img_219,1300,0.74316144,1300,Jeux vidéo ancien
220,img_220,1280,0.24024498,1560,Accessoires téléphones
221,img_221,50,0.52156085,50,Jouets & Jeux
222,img_222,2705,0.25103757,2403,Accessoires console
223,img_223,50,0.2656076,1320,Jouets & Jeux
224,img_224,2905,0.98148143,2905,Instruments musique
225,img_225,1281,0.24308239,1281,Téléphonie fixe
226,img_226,1300,0.6540996,1300,Jeux vidéo ancien
227,img_227,2403,0.47687533,2280,Livres en langues étrangères
228,img_228,1280,0.8827797,1280,Accessoires téléphones
229,img_229,1280,0.29417345,1300,Accessoires téléphones
230,img_230,2583,0.94708806,2583,Articles sport
231,img_231,1560,0.83305705,1560,Photos
232,img_232,2585,0.4598868,1302,Sports & Loisirs
233,img_233,40,0.897917,40,DVD & Films
234,img_234,2583,0.8267499,2583,Articles sport
235,img_235,1560,0.6133715,1560,Photos
236,img_236,60,0.8678367,2462,Consoles
237,img_237,1300,0.61463785,1300,Jeux vidéo ancien
238,img_238,2705,0.50933367,1140,Accessoires console
239,img_239,1300,0.694803,1300,Jeux vidéo ancien
240,img_240,1920,0.99366957,1920,Musique amplifiée
241,img_241,2403,0.8358629,2403,Livres en langues étrangères
242,img_242,1300,0.6115565,2905,Jeux vidéo ancien
243,img_243,1300,0.9705641,1300,Jeux vidéo ancien
244,img_244,1302,0.5107556,1302,Jeux vidéo rétro
245,img_245,1160,0.27928197,2280,Électroménager
246,img_246,1160,0.97621536,1160,Électroménager
247,img_247,1940,0.80791545,2585,Instrument musique
248,img_248,1560,0.98847556,1560,Photos
249,img_249,2705,0.992812,2705,Accessoires console
250,img_250,1300,0.56432277,1300,Jeux vidéo ancien
251,img_251,1560,0.8249345,1560,Photos
252,img_252,40,0.9069096,40,DVD & Films
253,img_253,2583,0.5904516,2583,Articles sport
254,img_254,40,0.27371904,2462,DVD & Films
255,img_255,2705,0.9879888,2705,Accessoires console
256,img_256,2582,0.99231625,2582,Matériel & accessoires
257,img_257,2705,0.9832941,2705,Accessoires console
258,img_258,2403,0.5035044,2403,Livres en langues étrangères
259,img_259,1301,0.36839056,2585,Consoles rétro
260,img_260,2220,0.6432478,1280,Puériculture
261,img_261,1560,0.87006307,1560,Photos
262,img_262,1302,0.39760587,1140,Jeux vidéo rétro
263,img_263,1140,0.96501243,1140,TV
264,img_264,1300,0.2696189,2522,Jeux vidéo ancien
265,img_265,2522,0.33642378,2522,Équipement bébé
266,img_266,10,0.7041011,2280,Livres
267,img_267,2705,0.9550528,2705,Accessoires console
268,img_268,2583,0.9924408,2583,Articles sport
269,img_269,10,0.82036203,2403,Livres
270,img_270,2462,0.9670388,2462,Fournitures bureau
271,img_271,2585,0.2532918,40,Sports & Loisirs
272,img_272,1281,0.47384277,1280,Téléphonie fixe
273,img_273,40,0.31246385,10,DVD & Films
274,img_274,1160,0.66859674,1160,Électroménager
275,img_275,1920,0.989071,1920,Musique amplifiée
276,img_276,1280,0.9435283,1281,Accessoires téléphones
277,img_277,10,0.9635226,10,Livres
278,img_278,2060,0.74658453,2060,Articles soins
279,img_279,2060,0.18609269,2060,Articles soins
280,img_280,50,0.85801655,50,Jouets & Jeux
281,img_281,2582,0.36474198,1320,Matériel & accessoires
282,img_282,1320,0.40236714,1300,CD
283,img_283,2583,0.79718685,2583,Articles sport
284,img_284,2060,0.83920944,2583,Articles soins
285,img_285,2582,0.40417346,1920,Matériel & accessoires
286,img_286,2403,0.9489921,2403,Livres en langues étrangères
287,img_287,1320,0.95160234,1320,CD
288,img_288,1300,0.49889138,1300,Jeux vidéo ancien
289,img_289,60,0.93386054,60,Consoles
290,img_290,10,0.89937276,10,Livres
291,img_291,2280,0.6906026,2280,Jeux vidéo
292,img_292,1281,0.61092484,1281,Téléphonie fixe
293,img_293,2905,0.9640457,2905,Instruments musique
294,img_294,2522,0.99726045,2522,Équipement bébé
295,img_295,2280,0.84946775,2280,Jeux vidéo
296,img_296,1280,0.5347745,1280,Accessoires téléphones
297,img_297,2462,0.5774277,2462,Fournitures bureau
298,img_298,40,0.79127586,1281,DVD & Films
299,img_299,2403,0.54596555,2705,Livres en langues étrangères
300,img_300,1281,0.4889346,1280,Téléphonie fixe
301,img_301,2583,0.93691325,2583,Articles sport
302,img_302,1280,0.953133,1280,Accessoires téléphones
303,img_303,2060,0.37112296,2060,Articles soins
304,img_304,1560,0.2998915,1560,Photos
305,img_305,1300,0.88096315,1300,Jeux vidéo ancien
306,img_306,2905,0.9979528,2905,Instruments musique
307,img_307,2583,0.9924408,2583,Articles sport
308,img_308,2582,0.79158324,1560,Matériel & accessoires
309,img_309,1300,0.9637893,1300,Jeux vidéo ancien
310,img_310,2060,0.31192115,1280,Articles soins
311,img_311,1920,0.931138,1920,Musique amplifiée
312,img_312,2280,0.91093045,2280,Jeux vidéo
313,img_313,1280,0.41913754,1320,Accessoires téléphones
314,img_314,2060,0.9628329,2060,Articles soins
315,img_315,40,0.97528887,40,DVD & Films
316,img_316,1560,0.9959033,1560,Photos
317,img_317,1300,0.98168635,1300,Jeux vidéo ancien
318,img_318,2582,0.48944592,2583,Matériel & accessoires
319,img_319,1560,0.40383476,2583,Photos
320,img_320,1160,0.99294585,1160,Électroménager
321,img_321,2522,0.5523157,2522,Équipement bébé
322,img_322,2280,0.92164075,2403,Jeux vidéo
323,img_323,2280,0.34426552,2280,Jeux vidéo
324,img_324,1940,0.1941573,2522,Instrument musique
325,img_325,2705,0.85307336,2705,Accessoires console
326,img_326,2060,0.62635845,2060,Articles soins
327,img_327,50,0.40288416,2522,Jouets & Jeux
328,img_328,2585,0.2561704,1140,Sports & Loisirs
329,img_329,2585,0.46633592,2585,Sports & Loisirs
330,img_330,2060,0.2895752,1560,Articles soins
331,img_331,2583,0.9782346,2583,Articles sport
332,img_332,2705,0.88735306,2705,Accessoires console
333,img_333,2522,0.8535678,2403,Équipement bébé
334,img_334,40,0.8579581,40,DVD & Films
335,img_335,1920,0.892981,1920,Musique amplifiée
336,img_336,2583,0.60710627,2583,Articles sport
337,img_337,2403,0.3165641,2403,Livres en langues étrangères
338,img_338,1302,0.9612726,1280,Jeux vidéo rétro
339,img_339,1920,0.28786573,1320,Musique amplifiée
340,img_340,2583,0.29863504,2582,Articles sport
341,img_341,10,0.6666134,2280,Livres
342,img_342,2583,0.98498696,2583,Articles sport
343,img_343,2522,0.9952205,2522,Équipement bébé
344,img_344,2220,0.9819764,2220,Puériculture
345,img_345,1920,0.99772054,1920,Musique amplifiée
346,img_346,2522,0.8224298,2522,Équipement bébé
347,img_347,50,0.13741325,2583,Jouets & Jeux
348,img_348,2705,0.6839368,2280,Accessoires console
349,img_349,2582,0.4627975,1560,Matériel & accessoires
350,img_350,1302,0.19512041,1920,Jeux vidéo rétro
351,img_351,1560,0.97281986,1560,Photos
352,img_352,2522,0.91174763,1280,Équipement bébé
353,img_353,2403,0.5834938,10,Livres en langues étrangères
354,img_354,2060,0.30429435,1560,Articles soins
355,img_355,1281,0.4358295,2403,Téléphonie fixe
356,img_356,1300,0.6908386,1300,Jeux vidéo ancien
357,img_357,2585,0.61485153,2583,Sports & Loisirs
358,img_358,1160,0.8845667,1160,Électroménager
359,img_359,2583,0.99564844,2583,Articles sport
360,img_360,2522,0.998696,2522,Équipement bébé
361,img_361,2583,0.32585722,2583,Articles sport
362,img_362,40,0.94184154,40,DVD & Films
363,img_363,2220,0.43011838,2583,Puériculture
364,img_364,1302,0.2115185,1320,Jeux vidéo rétro
365,img_365,1140,0.59906536,1180,TV
366,img_366,2060,0.29102966,1560,Articles soins
367,img_367,40,0.8655061,2522,DVD & Films
368,img_368,1302,0.29811803,2583,Jeux vidéo rétro
369,img_369,2705,0.5798496,2705,Accessoires console
370,img_370,1940,0.9922355,1320,Instrument musique
371,img_371,2522,0.51749754,1320,Équipement bébé
372,img_372,2585,0.76260835,2585,Sports & Loisirs
373,img_373,2060,0.924734,2585,Articles soins
374,img_374,2705,0.9481038,2705,Accessoires console
375,img_375,2280,0.24432544,10,Jeux vidéo
376,img_376,2280,0.94462734,2280,Jeux vidéo
377,img_377,1920,0.42003807,1560,Musique amplifiée
378,img_378,60,0.51396203,50,Consoles
379,img_379,1281,0.5033581,2060,Téléphonie fixe
380,img_380,2403,0.991966,2403,Livres en langues étrangères
381,img_381,2280,0.3315074,2280,Jeux vidéo
382,img_382,1160,0.986579,1160,Électroménager
383,img_383,50,0.27850562,1300,Jouets & Jeux
384,img_384,1560,0.8270288,1560,Photos
385,img_385,1302,0.8691852,1302,Jeux vidéo rétro
386,img_386,1320,0.70521134,1320,CD
387,img_387,2522,0.73376125,2522,Équipement bébé
388,img_388,2522,0.99026734,2522,Équipement bébé
389,img_389,2462,0.17546023,2060,Fournitures bureau
390,img_390,1920,0.9939619,1920,Musique amplifiée
391,img_391,1560,0.24053097,1281,Photos
392,img_392,1320,0.63594323,2060,CD
393,img_393,1320,0.43996465,2582,CD
394,img_394,2462,0.9302231,2462,Fournitures bureau
395,img_395,2522,0.3866493,2522,Équipement bébé
396,img_396,10,0.20555711,2522,Livres
397,img_397,10,0.67779,10,Livres
398,img_398,1280,0.5000695,1280,Accessoires téléphones
399,img_399,50,0.99356526,50,Jouets & Jeux
400,img_400,2060,0.3996851,1560,Articles soins
401,img_401,1300,0.6892667,1300,Jeux vidéo ancien
402,img_402,1160,0.99135256,1160,Électroménager
403,img_403,50,0.5439632,1300,Jouets & Jeux
404,img_404,2522,0.6226463,2522,Équipement bébé
405,img_405,1301,0.9901391,1301,Consoles rétro
406,img_406,2220,0.46195132,2220,Puériculture
407,img_407,2583,0.28637096,2583,Articles sport
408,img_408,1140,0.9505169,1140,TV
409,img_409,2582,0.5387105,2060,Matériel & accessoires
410,img_410,1160,0.535102,1160,Électroménager
411,img_411,2403,0.55186623,2403,Livres en langues étrangères
412,img_412,60,0.32459548,2522,Consoles
413,img_413,1560,0.27842492,1560,Photos
414,img_414,1300,0.7539972,1300,Jeux vidéo ancien
415,img_415,2403,0.49178657,2403,Livres en langues étrangères
416,img_416,2403,0.9712442,2403,Livres en langues étrangères
417,img_417,2583,0.8810849,2583,Articles sport
418,img_418,1300,0.33024153,1300,Jeux vidéo ancien
419,img_419,2060,0.28426296,2585,Articles soins
420,img_420,2585,0.21741349,1320,Sports & Loisirs
421,img_421,1300,0.23075525,1560,Jeux vidéo ancien
422,img_422,1920,0.9962857,1920,Musique amplifiée
423,img_423,1560,0.42891574,2583,Photos
424,img_424,2280,0.8323003,2403,Jeux vidéo
425,img_425,1920,0.98750556,1920,Musique amplifiée
426,img_426,1302,0.77067405,1302,Jeux vidéo rétro
427,img_427,2403,0.99059546,2403,Livres en langues étrangères
428,img_428,2403,0.7179173,2403,Livres en langues étrangères
429,img_429,2462,0.8629326,2462,Fournitures bureau
430,img_430,1920,0.9648758,1920,Musique amplifiée
431,img_431,1320,0.30078855,2583,CD
432,img_432,2060,0.32054543,2060,Articles soins
433,img_433,2705,0.9898018,2705,Accessoires console
434,img_434,2582,0.63935876,2582,Matériel & accessoires
435,img_435,1320,0.27338046,1560,CD
436,img_436,2705,0.9422452,2705,Accessoires console
437,img_437,2705,0.99681216,2705,Accessoires console
438,img_438,10,0.96807677,10,Livres
439,img_439,50,0.29784316,50,Jouets & Jeux
440,img_440,2705,0.64531183,2280,Accessoires console
441,img_441,1280,0.9400136,1280,Accessoires téléphones
442,img_442,2060,0.27968904,2060,Articles soins
443,img_443,1300,0.9768685,1300,Jeux vidéo ancien
444,img_444,1940,0.52467954,1940,Instrument musique
445,img_445,2582,0.4441102,1320,Matériel & accessoires
446,img_446,2403,0.8240308,2403,Livres en langues étrangères
447,img_447,2582,0.97283834,2582,Matériel & accessoires
448,img_448,2582,0.43645185,1560,Matériel & accessoires
449,img_449,10,0.93349653,10,Livres
450,img_450,1140,0.98295665,1140,TV
451,img_451,2060,0.9815553,2060,Articles soins
452,img_452,1920,0.99571323,1920,Musique amplifiée
453,img_453,2522,0.43195537,2582,Équipement bébé
454,img_454,1300,0.6879465,1300,Jeux vidéo ancien
455,img_455,1920,0.9614232,1920,Musique amplifiée
456,img_456,1300,0.959507,1300,Jeux vidéo ancien
457,img_457,60,0.99536234,60,Consoles
458,img_458,2522,0.50609326,50,Équipement bébé
459,img_459,2403,0.26080313,1302,Livres en langues étrangères
460,img_460,2582,0.35544837,2060,Matériel & accessoires
461,img_461,10,0.96410865,10,Livres
462,img_462,2522,0.6492978,2522,Équipement bébé
463,img_463,2583,0.53599113,2583,Articles sport
464,img_464,2583,0.9969206,2583,Articles sport
465,img_465,1140,0.9658817,1320,TV
466,img_466,2583,0.99806744,2583,Articles sport
467,img_467,1300,0.88573664,1300,Jeux vidéo ancien
468,img_468,1920,0.6920674,1920,Musique amplifiée
469,img_469,2585,0.6654553,2583,Sports & Loisirs
470,img_470,1160,0.19390243,1140,Électroménager
471,img_471,1140,0.37338802,1280,TV
472,img_472,2583,0.83879596,2583,Articles sport
473,img_473,1281,0.47225592,2280,Téléphonie fixe
474,img_474,2522,0.9957073,2522,Équipement bébé
475,img_475,40,0.9713498,40,DVD & Films
476,img_476,10,0.4025069,2403,Livres
477,img_477,2905,0.92934775,2905,Instruments musique
478,img_478,2522,0.74445325,2522,Équipement bébé
479,img_479,60,0.9588035,60,Consoles
480,img_480,1280,0.3360904,1302,Accessoires téléphones
481,img_481,1302,0.26090756,1300,Jeux vidéo rétro
482,img_482,2060,0.19359031,2060,Articles soins
483,img_483,2585,0.5899404,2585,Sports & Loisirs
484,img_484,2462,0.98492986,2462,Fournitures bureau
485,img_485,1320,0.5871872,1320,CD
486,img_486,2705,0.99185246,2705,Accessoires console
487,img_487,1302,0.26876888,1280,Jeux vidéo rétro
488,img_488,2705,0.8168,2705,Accessoires console
489,img_489,2403,0.8932166,2403,Livres en langues étrangères
490,img_490,2462,0.94899404,2462,Fournitures bureau
491,img_491,1160,0.98567224,1160,Électroménager
492,img_492,1560,0.16598913,2583,Photos
493,img_493,2905,0.99696225,2905,Instruments musique
494,img_494,2705,0.95915383,2705,Accessoires console
495,img_495,1280,0.9701505,1280,Accessoires téléphones
496,img_496,1320,0.2316279,1320,CD
497,img_497,10,0.77083796,2403,Livres
498,img_498,2585,0.80338234,2585,Sports & Loisirs
499,img_499,2403,0.9838404,2403,Livres en langues étrangères
500,img_500,1920,0.9967648,1920,Musique amplifiée
501,img_501,1300,0.68258154,1300,Jeux vidéo ancien
502,img_502,1160,0.995996,1160,Électroménager
503,img_503,2583,0.98844516,2583,Articles sport
504,img_504,2705,0.9929188,2705,Accessoires console
505,img_505,2583,0.85014117,2583,Articles sport
506,img_506,1300,0.94763744,1280,Jeux vidéo ancien
507,img_507,10,0.2107714,10,Livres
508,img_508,1281,0.5380766,2403,Téléphonie fixe
509,img_509,1280,0.59579855,1280,Accessoires téléphones
510,img_510,1302,0.46375924,2585,Jeux vidéo rétro
511,img_511,1920,0.98848873,1920,Musique amplifiée
512,img_512,1560,0.5072587,2583,Photos
513,img_513,1300,0.45757493,1300,Jeux vidéo ancien
514,img_514,2060,0.74389654,2060,Articles soins
515,img_515,1140,0.331098,1160,TV
516,img_516,40,0.5147459,40,DVD & Films
517,img_517,1320,0.39010084,1320,CD
518,img_518,2060,0.2823671,1180,Articles soins
519,img_519,60,0.99469805,60,Consoles
520,img_520,10,0.59820956,10,Livres
521,img_521,2522,0.37644118,2522,Équipement bébé
522,img_522,2583,0.9319608,2583,Articles sport
523,img_523,1320,0.32888144,1320,CD
524,img_524,2585,0.27763408,1560,Sports & Loisirs
525,img_525,2705,0.68631226,2705,Accessoires console
526,img_526,1280,0.95001286,1280,Accessoires téléphones
527,img_527,2583,0.9894855,2583,Articles sport
528,img_528,1560,0.3802293,2522,Photos
529,img_529,2583,0.99239576,2583,Articles sport
530,img_530,2582,0.3868824,2582,Matériel & accessoires
531,img_531,1160,0.4797797,1160,Électroménager
532,img_532,2220,0.96994287,2220,Puériculture
533,img_533,1302,0.8674593,1300,Jeux vidéo rétro
534,img_534,2403,0.46053192,2462,Livres en langues étrangères
535,img_535,1302,0.6232522,1281,Jeux vidéo rétro
536,img_536,2585,0.57697743,2582,Sports & Loisirs
537,img_537,2705,0.9770105,2705,Accessoires console
538,img_538,2403,0.42819905,2403,Livres en langues étrangères
539,img_539,1140,0.8673173,1140,TV
540,img_540,1320,0.91253716,1302,CD
541,img_541,2060,0.4174445,2060,Articles soins
542,img_542,2060,0.15327393,2060,Articles soins
543,img_543,40,0.70939356,2462,DVD & Films
544,img_544,1281,0.37363994,1940,Téléphonie fixe
